t [s],u [deg],y [deg],i [A]
0.000000,0.008175,0.000000,-0.024109
0.000050,0.006532,0.018311,-0.000610
0.000100,0.008143,0.001221,-0.003967
0.000150,0.006041,0.000610,0.010223
0.000200,-0.007132,0.021973,-0.009308
0.000250,-0.021771,0.003662,-0.043335
0.000300,-0.015698,0.001221,-0.068512
0.000350,0.009910,0.007324,-0.051422
0.000400,0.022371,-0.021362,0.040588
0.000450,0.002219,0.001831,0.093994
0.000500,-0.023767,-0.003662,0.058899
0.000550,-0.018695,0.004883,-0.089874
0.000600,0.009002,-0.004272,-0.105591
0.000650,0.017041,0.000610,-0.012665
0.000700,-0.007743,-0.011597,0.100555
0.000750,-0.030745,-0.014038,0.042725
0.000800,-0.021136,0.002441,-0.103912
0.000850,0.007153,0.020752,-0.121613
0.000900,0.021539,0.009155,0.016327
0.000950,0.015119,-0.020142,0.136414
0.001000,0.004266,-0.007324,0.101776
0.001050,-0.002449,-0.008545,-0.038757
0.001100,-0.009148,0.006714,-0.092163
0.001150,-0.013397,0.029297,-0.056152
0.001200,-0.005498,0.015869,-0.049591
0.001250,0.011009,-0.007935,0.016632
0.001300,0.016558,-0.001831,0.048981
0.001350,0.001029,-0.018921,0.046844
0.001400,-0.019328,-0.002441,0.014648
0.001450,-0.019929,0.000610,-0.076447
0.001500,0.001698,0.002441,-0.104370
0.001550,0.021937,0.000000,0.001526
0.001600,0.018644,-0.007935,0.080566
0.001650,-0.002734,-0.005493,0.077362
0.001700,-0.015812,-0.006104,-0.032501
0.001750,-0.005496,0.003052,-0.097046
0.001800,0.013563,0.002441,-0.067444
0.001850,0.016340,0.009155,0.026550
0.001900,0.000255,0.004883,0.075226
0.001950,-0.011830,-0.005493,0.005035
0.002000,-0.002388,0.004272,-0.074463
0.002050,0.017411,0.010986,-0.066986
0.002100,0.021904,0.000610,0.021057
0.002150,0.003118,0.000000,0.066376
0.002200,-0.019452,0.009155,0.011139
0.002250,-0.021937,0.002441,-0.065460
0.002300,-0.003853,-0.002441,-0.106049
0.002350,0.011778,0.006104,-0.057373
0.002400,0.006709,0.003052,0.067596
0.002450,-0.009384,-0.018311,0.067902
0.002500,-0.011827,-0.009766,0.010529
0.002550,0.004171,-0.002441,-0.105438
0.002600,0.015009,0.010376,-0.048828
0.002650,0.002638,-0.006714,0.015564
0.002700,-0.016495,-0.013428,0.045319
0.002750,-0.013607,-0.004272,-0.051117
0.002800,0.008679,0.009766,-0.104523
0.002850,0.017986,0.016479,0.010681
0.002900,0.000168,0.006104,0.072174
0.002950,-0.018300,0.000610,0.054169
0.003000,-0.009212,0.000000,-0.050201
0.003050,0.014873,0.014038,-0.088196
0.003100,0.018582,0.012817,-0.000458
0.003150,-0.004840,0.009766,0.086823
0.003200,-0.024591,0.001831,0.031128
0.003250,-0.016829,-0.009155,-0.088348
0.003300,0.003737,0.007935,-0.076752
0.003350,0.008069,0.006714,0.021362
0.003400,-0.006311,0.004272,0.064850
0.003450,-0.015484,0.000610,0.040131
0.003500,-0.004875,0.003662,-0.064240
0.003550,0.011944,0.004272,-0.044250
0.003600,0.013457,-0.015259,0.025024
0.003650,-0.002473,-0.006104,0.055847
0.003700,-0.018455,0.000000,0.014648
0.003750,-0.018807,-0.001831,-0.087738
0.003800,-0.004767,-0.016479,-0.078430
0.003850,0.008537,0.012207,-0.021362
0.003900,0.006349,0.000610,0.058594
0.003950,-0.011243,-0.004272,0.031586
0.004000,-0.026081,-0.000610,-0.001831
0.004050,-0.018409,-0.009766,-0.075073
0.004100,0.008713,-0.001221,-0.058136
0.004150,0.027818,-0.003052,0.020142
0.004200,0.017915,-0.014038,0.093689
0.004250,-0.008567,-0.002441,0.076904
0.004300,-0.021131,0.003052,-0.056763
0.004350,-0.010271,0.006714,-0.154572
0.004400,0.003651,0.012207,-0.066223
0.004450,0.002130,0.009766,0.034485
0.004500,-0.007299,0.004272,0.059509
0.004550,-0.007364,-0.004272,-0.002136
0.004600,0.001590,0.001831,-0.044861
0.004650,0.004580,0.010376,-0.042572
0.004700,-0.003737,-0.007935,0.021362
0.004750,-0.011748,0.012207,-0.011292
0.004800,-0.007802,0.000610,-0.031281
0.004850,0.005553,0.013428,-0.031891
0.004900,0.015958,0.014038,0.002289
0.004950,0.013706,-0.001221,0.046539
0.005000,-0.000501,-0.000610,0.020294
0.005050,-0.014952,0.020752,-0.030212
0.005100,-0.015159,0.021362,-0.095825
0.005150,0.000869,0.016479,-0.075989
0.005200,0.016124,0.007935,-0.021210
0.005250,0.011033,0.000610,0.061951
0.005300,-0.012223,-0.007935,0.070496
0.005350,-0.029564,0.002441,-0.032349
0.005400,-0.022876,0.010376,-0.107422
0.005450,-0.001067,-0.002441,-0.096130
0.005500,0.012677,0.007324,0.027161
0.005550,0.008841,-0.018311,0.094452
0.005600,-0.002323,-0.019531,0.050659
0.005650,-0.009757,-0.015259,-0.005951
0.005700,-0.014059,0.002441,-0.084229
0.005750,-0.017309,0.012207,-0.089569
0.005800,-0.012846,0.000000,-0.015717
0.005850,0.003419,0.012817,0.004272
0.005900,0.018655,0.001831,0.026550
0.005950,0.015551,-0.001221,0.062103
0.006000,-0.001643,-0.011597,0.055237
0.006050,-0.009853,-0.005493,-0.037231
0.006100,-0.000389,-0.001221,-0.097504
0.006150,0.007733,0.008545,-0.068054
0.006200,-0.001414,-0.001831,0.020294
0.006250,-0.012953,0.003662,0.036316
0.006300,-0.003810,0.012817,-0.047760
0.006350,0.017317,0.003662,-0.043030
0.006400,0.018406,0.000000,0.017395
0.006450,-0.007547,0.010986,0.069733
0.006500,-0.028780,-0.003052,-0.014038
0.006550,-0.018987,-0.004883,-0.110474
0.006600,0.006725,0.014648,-0.105591
