t [s],u [deg],y [deg],i [A]
0.000000,0.000264,-0.002441,0.002289
0.000050,0.000092,0.007935,-0.007477
0.000100,0.000365,-0.012817,-0.005188
0.000150,0.000582,-0.004883,0.013275
0.000200,0.000266,0.006714,-0.016022
0.000250,-0.000056,0.014038,-0.007629
0.000300,-0.000144,0.017090,-0.024567
0.000350,-0.000205,-0.004272,-0.014343
0.000400,-0.000251,0.007324,-0.022125
0.000450,0.000151,0.013428,-0.033722
0.000500,0.000795,0.009155,-0.032349
0.000550,0.001299,-0.003662,-0.006256
0.000600,0.001450,0.001831,0.005646
0.000650,0.001150,0.005493,0.004272
0.000700,0.000746,0.003052,-0.019226
0.000750,-0.000095,0.001221,-0.030975
0.000800,-0.001081,0.012207,-0.004883
0.000850,-0.001130,-0.007324,-0.037079
0.000900,-0.000268,0.001221,0.010681
0.000950,0.000437,-0.003052,-0.016327
0.001000,0.000537,0.007935,-0.024719
0.001050,0.000521,0.004883,0.012512
0.001100,0.000471,-0.001221,-0.023346
0.001150,0.000270,-0.000610,-0.042877
0.001200,0.000239,-0.001221,-0.037384
0.001250,0.000658,0.005493,-0.025482
0.001300,0.000662,-0.000610,0.007019
0.001350,-0.000249,-0.003662,0.007782
0.001400,-0.000870,0.006104,-0.034332
0.001450,-0.000372,0.008545,-0.036011
0.001500,0.000401,-0.001221,0.006256
0.001550,0.000702,0.019531,-0.009613
0.001600,0.001021,-0.003052,-0.009766
0.001650,0.001416,0.005493,-0.024414
0.001700,0.000850,0.009155,-0.018158
0.001750,-0.000460,0.000610,0.006256
0.001800,-0.001198,-0.012817,-0.004272
0.001850,-0.000986,0.003052,-0.018158
0.001900,-0.000554,-0.006714,-0.020294
0.001950,-0.000535,0.011597,0.000916
0.002000,-0.000164,-0.001221,-0.001373
0.002050,0.000479,0.000000,-0.009003
0.002100,0.000730,0.007935,-0.007477
0.002150,0.000530,0.000610,-0.020294
0.002200,0.000300,0.000000,-0.026550
0.002250,0.000649,-0.004272,-0.019684
0.002300,0.000935,-0.008545,-0.046387
0.002350,0.001263,-0.004272,-0.022278
0.002400,0.001464,-0.006104,-0.009460
0.002450,0.001196,-0.006714,0.001221
0.002500,0.001348,0.016479,-0.021820
0.002550,0.001792,0.006104,0.001526
0.002600,0.002194,-0.001831,-0.007019
0.002650,0.002151,-0.004272,0.000458
0.002700,0.001470,0.007324,-0.013123
0.002750,0.000932,0.000000,-0.031433
0.002800,0.000743,0.013428,-0.020294
