t [s],u [deg],y [deg],i [A]
0.000000,0.000804,0.004883,-0.020142
0.000050,0.000839,-0.010376,0.012054
0.000100,0.000391,0.000000,-0.014496
0.000150,0.000012,-0.000610,0.003662
0.000200,0.000247,-0.005493,-0.009308
0.000250,0.000612,0.003052,0.010071
0.000300,0.000529,0.000610,-0.005341
0.000350,0.000094,0.009766,-0.015106
0.000400,-0.000233,0.000610,-0.020447
0.000450,-0.000530,-0.004272,-0.021667
0.000500,-0.000710,-0.012817,-0.009003
0.000550,-0.000256,0.000610,-0.024567
0.000600,-0.000268,0.001831,0.008850
0.000650,-0.000870,0.001831,0.002594
0.000700,-0.000837,0.009155,-0.017548
0.000750,-0.000013,0.001221,-0.020599
0.000800,0.000685,-0.001831,-0.010071
0.000850,0.000847,0.010986,0.007629
0.000900,0.000614,-0.007324,-0.010376
0.000950,0.000424,-0.000610,-0.028229
0.001000,0.000498,0.002441,0.008698
0.001050,0.000636,0.003662,-0.008545
0.001100,0.000823,-0.007935,-0.008850
0.001150,0.001163,-0.003662,0.003510
0.001200,0.001559,0.006104,-0.019531
0.001250,0.001387,-0.010986,-0.026398
0.001300,0.001218,0.000000,-0.025177
0.001350,0.001251,-0.013428,-0.012360
0.001400,0.000957,-0.003662,-0.004425
0.001450,0.000321,-0.007935,-0.015106
0.001500,-0.000541,0.000000,-0.036469
0.001550,-0.000714,-0.002441,-0.035858
0.001600,-0.000432,-0.002441,-0.021667
0.001650,-0.000564,-0.009766,-0.002441
0.001700,-0.000551,-0.002441,-0.002136
0.001750,-0.000175,-0.001831,0.006561
0.001800,0.000273,-0.003662,-0.028839
0.001850,0.000572,0.011597,-0.006409
0.001900,0.000841,0.007935,-0.012970
0.001950,0.000870,-0.010376,-0.001526
0.002000,0.000264,0.011597,-0.016479
0.002050,-0.000227,-0.003052,-0.007935
0.002100,-0.000198,0.009766,0.008698
0.002150,-0.000255,0.010376,-0.028076
0.002200,-0.000179,-0.007935,-0.011444
0.002250,0.000543,-0.003052,-0.008087
0.002300,0.000626,0.006714,-0.001373
0.002350,-0.000637,0.007324,-0.007935
0.002400,-0.001277,-0.010986,0.002441
0.002450,-0.000354,0.012817,-0.005341
0.002500,0.000290,0.001831,-0.010834
0.002550,-0.000034,0.002441,0.004120
0.002600,0.000219,0.006104,-0.000916
0.002650,0.001422,-0.011597,-0.016174
0.002700,0.001909,0.007324,-0.004730
0.002750,0.001275,0.007324,-0.027466
0.002800,0.001253,0.007935,-0.000153
0.002850,0.001484,0.000000,-0.013275
0.002900,0.000592,0.003052,-0.020905
0.002950,-0.000217,0.004272,-0.024719
0.003000,-0.000426,0.010986,-0.005188
0.003050,-0.000640,-0.004272,0.001373
0.003100,-0.000887,0.001831,-0.008240
0.003150,-0.000918,-0.004272,-0.019226
0.003200,-0.000761,-0.009155,-0.001221
0.003250,-0.000807,0.014648,-0.013580
0.003300,-0.000620,0.009766,-0.005951
0.003350,-0.000065,0.006104,-0.028839
0.003400,0.000657,-0.006104,0.002136
