t [s],u [deg],y [deg],i [A]
0.000000,-0.000256,-0.004272,-0.008545
0.000050,-0.001144,0.004272,-0.013733
0.000100,-0.002239,-0.007935,-0.006866
0.000150,-0.002660,0.005493,-0.021820
0.000200,-0.002749,0.001221,-0.037079
0.000250,-0.002789,0.005493,-0.018921
0.000300,-0.002185,-0.007935,-0.020447
0.000350,-0.001187,0.003052,-0.023041
0.000400,-0.000130,-0.009766,-0.010529
0.000450,0.001075,0.004883,-0.003052
0.000500,0.002034,0.010376,-0.006104
0.000550,0.001928,-0.001831,-0.008850
0.000600,0.001222,-0.001831,-0.012665
0.000650,0.001026,0.009155,-0.012054
0.000700,0.000643,0.006104,-0.026245
0.000750,-0.000271,0.006714,-0.017395
0.000800,-0.000937,-0.001221,-0.010834
0.000850,-0.001162,-0.003052,0.003357
0.000900,-0.001032,0.010986,-0.020447
0.000950,-0.000594,-0.004272,-0.003204
0.001000,0.000069,0.006714,0.008850
0.001050,0.000215,0.006104,-0.010376
0.001100,0.000200,0.014038,-0.018311
0.001150,0.000053,0.000000,-0.027161
0.001200,-0.000747,0.000000,-0.015869
0.001250,-0.000689,0.001831,0.006866
0.001300,-0.000077,-0.001221,-0.010376
0.001350,0.000373,-0.002441,-0.019073
0.001400,0.001190,-0.006104,-0.011139
0.001450,0.001620,0.000610,-0.007935
0.001500,0.001480,-0.001831,-0.013733
0.001550,0.001173,-0.012207,0.001373
0.001600,0.000576,-0.002441,-0.002289
0.001650,0.000189,-0.002441,-0.011902
0.001700,0.000305,0.007935,-0.014801
0.001750,0.000413,-0.003662,-0.015106
0.001800,0.000061,0.006714,-0.022278
0.001850,-0.000727,0.012817,-0.004120
0.001900,-0.001361,0.001831,-0.007477
0.001950,-0.001753,-0.000610,-0.034637
0.002000,-0.001323,0.003662,-0.024872
0.002050,-0.000044,0.004272,-0.017700
0.002100,0.000706,-0.008545,0.009308
0.002150,0.000827,-0.002441,-0.027161
0.002200,0.000494,0.001221,-0.021515
0.002250,0.000139,-0.012817,-0.009766
0.002300,0.000499,0.004272,-0.017090
0.002350,0.001358,0.005493,-0.033875
0.002400,0.001749,-0.001221,-0.010529
0.002450,0.001274,0.008545,-0.002289
0.002500,0.001020,-0.003662,-0.014954
0.002550,0.000877,0.000610,-0.033112
0.002600,0.000610,-0.006714,-0.010223
0.002650,0.000772,0.006104,-0.020142
0.002700,0.000615,0.003052,-0.000153
0.002750,-0.000201,0.000000,-0.007477
0.002800,-0.000355,-0.012817,-0.021057
0.002850,0.000601,0.006714,-0.008240
0.002900,0.000822,0.000000,0.003510
0.002950,0.000231,-0.003662,-0.005493
0.003000,-0.000599,-0.009155,-0.019531
0.003050,-0.001412,0.000610,-0.007782
0.003100,-0.000756,-0.007935,-0.014191
0.003150,0.000100,-0.002441,-0.021362
0.003200,0.000051,0.007935,-0.013885
0.003250,0.000411,-0.001221,0.004578
0.003300,0.001045,0.000610,-0.001373
