t [s],u [deg],y [deg],i [A]
0.000000,-0.007713,-0.003662,-0.002289
0.000050,-0.006623,0.004272,-0.007782
0.000100,-0.004431,-0.003662,-0.023499
0.000150,-0.002757,-0.004272,-0.024567
0.000200,-0.001799,-0.007324,0.028076
0.000250,-0.001457,-0.010376,0.003204
0.000300,-0.001497,-0.002441,-0.011292
0.000350,-0.001795,-0.002441,-0.014191
0.000400,-0.002329,-0.007935,-0.022430
0.000450,-0.002959,0.003052,-0.007935
0.000500,-0.003332,-0.003052,0.010376
0.000550,-0.003129,0.010986,-0.034180
0.000600,-0.002418,-0.004272,-0.025940
0.000650,-0.001695,-0.002441,-0.005035
0.000700,-0.001475,0.002441,-0.001068
0.000750,-0.001759,0.000000,0.001373
0.000800,-0.001979,0.003052,0.009155
0.000850,-0.001543,0.015259,-0.008545
0.000900,-0.000419,-0.010376,-0.018921
0.000950,0.000768,-0.002441,-0.017242
0.001000,0.001194,0.005493,-0.008392
0.001050,0.000456,-0.004883,-0.002289
0.001100,-0.001072,0.007324,-0.019684
0.001150,-0.002444,-0.003052,-0.032806
0.001200,-0.002803,0.009155,-0.007629
0.001250,-0.001969,-0.007324,-0.000458
0.001300,-0.000504,0.000000,-0.020142
0.001350,0.000691,-0.010986,-0.003204
0.001400,0.000936,0.001831,0.002289
0.001450,0.000173,0.000610,-0.011597
0.001500,-0.001048,0.001831,-0.004578
0.001550,-0.001949,0.006714,-0.001373
0.001600,-0.001995,0.006104,0.006409
0.001650,-0.001147,0.014038,-0.018158
0.001700,0.000210,0.014648,0.008545
0.001750,0.001586,0.008545,0.000610
0.001800,0.002659,0.018921,-0.005035
0.001850,0.003353,0.004272,0.003510
0.001900,0.003751,0.008545,0.001526
0.001950,0.003887,0.000610,0.002594
0.002000,0.003610,-0.007324,0.006409
0.002050,0.002739,-0.002441,-0.006866
0.002100,0.001331,0.001831,-0.031891
0.002150,-0.000263,0.018311,-0.013123
0.002200,-0.001627,0.007935,-0.032654
0.002250,-0.002550,0.021973,-0.005188
0.002300,-0.003114,-0.004272,-0.000763
0.002350,-0.003507,-0.001831,-0.005798
0.002400,-0.003817,-0.004883,-0.015564
0.002450,-0.003997,0.000000,-0.000916
0.002500,-0.004011,0.002441,-0.018463
0.002550,-0.003908,-0.006714,0.021515
0.002600,-0.003676,-0.001221,-0.017548
0.002650,-0.003189,-0.002441,-0.027771
0.002700,-0.002437,-0.017090,-0.018616
0.002750,-0.001746,-0.003052,-0.010529
0.002800,-0.001596,0.010376,-0.005035
0.002850,-0.002139,0.002441,-0.018921
0.002900,-0.002965,-0.010986,0.000916
0.002950,-0.003434,0.000000,-0.015717
0.003000,-0.003276,0.002441,-0.030670
0.003050,-0.002756,0.002441,-0.005035
0.003100,-0.002296,0.001831,-0.017853
0.003150,-0.002071,0.006714,-0.015717
0.003200,-0.001978,0.009155,-0.028687
0.003250,-0.001888,0.007935,-0.012360
0.003300,-0.001813,-0.003662,-0.010681
0.003350,-0.001800,-0.004272,-0.024567
0.003400,-0.001802,-0.006714,-0.027161
0.003450,-0.001761,0.007935,-0.004730
0.003500,-0.001804,0.001221,0.000610
0.003550,-0.002214,0.004883,-0.010223
0.003600,-0.003137,0.002441,-0.016479
0.003650,-0.004374,0.009155,-0.018158
0.003700,-0.005491,-0.009766,-0.010376
0.003750,-0.006107,0.000610,-0.036621
0.003800,-0.006066,0.003052,-0.036316
0.003850,-0.005473,0.008545,-0.001831
0.003900,-0.004668,0.003662,-0.000153
0.003950,-0.004066,-0.017700,-0.000610
0.004000,-0.003948,-0.006104,0.005493
0.004050,-0.004371,-0.010376,-0.003204
0.004100,-0.005170,-0.006714,-0.006409
0.004150,-0.006003,-0.001831,-0.031281
0.004200,-0.006506,-0.010986,-0.006714
0.004250,-0.006511,0.003052,-0.018768
0.004300,-0.006074,-0.008545,-0.001068
0.004350,-0.005300,-0.006104,-0.023651
0.004400,-0.004209,-0.006714,-0.010986
0.004450,-0.002806,-0.009766,-0.005188
0.004500,-0.001236,-0.001221,0.008545
0.004550,0.000188,0.004883,-0.010834
0.004600,0.001112,-0.003052,-0.000916
0.004650,0.001357,-0.006104,-0.000305
0.004700,0.001085,-0.006714,-0.009308
0.004750,0.000684,0.007935,-0.012512
0.004800,0.000398,-0.007324,-0.003052
0.004850,0.000069,0.002441,-0.020752
0.004900,-0.000631,-0.000610,-0.006256
0.004950,-0.001694,0.001831,-0.030518
0.005000,-0.002643,0.007935,-0.028076
0.005050,-0.002933,0.007324,-0.001526
0.005100,-0.002425,-0.006104,-0.018311
0.005150,-0.001457,-0.003052,-0.030823
0.005200,-0.000501,0.000000,0.023499
0.005250,0.000208,0.000610,-0.005646
0.005300,0.000715,0.007935,-0.026703
0.005350,0.001079,0.000610,-0.008545
0.005400,0.001191,0.004883,0.003815
0.005450,0.000914,0.009766,-0.007935
0.005500,0.000364,0.002441,-0.016937
0.005550,-0.000019,0.006714,-0.043640
0.005600,0.000246,0.006714,-0.003967
0.005650,0.001265,-0.005493,-0.011139
0.005700,0.002618,0.002441,-0.016785
0.005750,0.003569,-0.007935,-0.009308
0.005800,0.003518,-0.003662,-0.007324
0.005850,0.002427,0.002441,0.010223
0.005900,0.000883,-0.005493,-0.024109
0.005950,-0.000279,0.000610,-0.021515
0.006000,-0.000512,0.010986,-0.026550
0.006050,0.000150,0.004883,-0.011292
0.006100,0.001199,0.005493,-0.017242
0.006150,0.002028,0.000610,0.010071
0.006200,0.002283,0.009766,0.019226
0.006250,0.001967,0.002441,-0.025177
0.006300,0.001313,-0.008545,-0.013733
0.006350,0.000529,0.010376,-0.030518
0.006400,-0.000325,-0.003052,-0.006104
0.006450,-0.001270,-0.003662,-0.010376
0.006500,-0.002302,0.007935,-0.014496
0.006550,-0.003351,0.013428,-0.028687
0.006600,-0.004310,-0.005493,0.002747
0.006650,-0.005028,-0.010986,-0.003967
0.006700,-0.005319,0.004883,-0.015717
0.006750,-0.005090,0.000610,-0.008392
0.006800,-0.004450,-0.001831,-0.019073
0.006850,-0.003659,0.003662,-0.009918
0.006900,-0.002943,0.000000,-0.000916
0.006950,-0.002332,-0.010376,-0.022430
0.007000,-0.001734,-0.003662,0.003510
0.007050,-0.001191,-0.004883,-0.010681
0.007100,-0.000966,-0.007324,-0.020447
0.007150,-0.001324,0.001221,-0.003967
0.007200,-0.002231,-0.004883,0.000305
0.007250,-0.003290,-0.001831,-0.012512
0.007300,-0.003935,-0.006714,-0.030975
0.007350,-0.003721,-0.012817,-0.018311
0.007400,-0.002603,-0.009155,-0.025635
0.007450,-0.001052,-0.004272,-0.009003
0.007500,0.000139,-0.015259,0.004730
0.007550,0.000264,0.002441,-0.008392
0.007600,-0.000907,-0.006714,-0.008392
0.007650,-0.002939,0.006714,-0.026855
0.007700,-0.004938,-0.003662,-0.017242
0.007750,-0.006062,-0.010986,-0.028839
0.007800,-0.005962,0.005493,0.006561
0.007850,-0.004838,0.000000,-0.001526
0.007900,-0.003215,-0.000610,-0.013123
0.007950,-0.001673,0.003052,0.000458
0.008000,-0.000672,-0.004883,0.021515
0.008050,-0.000470,0.001221,-0.004120
0.008100,-0.001088,0.001831,-0.021973
0.008150,-0.002353,0.007935,-0.002289
0.008200,-0.003924,-0.003052,-0.008240
0.008250,-0.005307,-0.000610,-0.018616
0.008300,-0.006037,0.003662,-0.036469
0.008350,-0.005977,-0.010376,-0.024261
0.008400,-0.005317,-0.006104,-0.005035
0.008450,-0.004272,0.003052,-0.018768
0.008500,-0.002953,-0.005493,-0.007324
0.008550,-0.001470,-0.010376,0.005493
0.008600,-0.000050,0.007935,0.001068
0.008650,0.001038,-0.007324,0.000763
0.008700,0.001613,0.003052,-0.027313
0.008750,0.001654,-0.004883,-0.001221
0.008800,0.001296,0.000610,-0.027161
0.008850,0.000747,0.009766,-0.017395
0.008900,0.000090,0.006104,-0.034332
0.008950,-0.000818,0.010376,-0.022736
0.009000,-0.002183,0.001221,-0.013123
0.009050,-0.003982,0.018311,-0.010529
0.009100,-0.005860,0.009766,-0.017395
0.009150,-0.007284,-0.005493,-0.000305
0.009200,-0.007830,-0.003052,-0.006561
0.009250,-0.007407,0.010376,-0.002899
0.009300,-0.006290,-0.010376,-0.004730
0.009350,-0.004944,0.000610,-0.008240
0.009400,-0.003708,-0.003662,-0.001984
0.009450,-0.002628,0.002441,0.018158
0.009500,-0.001563,0.008545,0.001068
0.009550,-0.000346,-0.015259,0.008240
0.009600,0.001104,0.000610,-0.004425
0.009650,0.002649,0.000610,-0.003510
0.009700,0.003873,-0.012207,-0.018005
0.009750,0.004268,-0.000610,-0.001221
0.009800,0.003570,-0.004883,-0.002747
0.009850,0.001907,0.004272,-0.016022
0.009900,-0.000312,-0.002441,-0.024872
0.009950,-0.002672,0.012207,-0.020752
0.010000,-0.004882,0.001831,-0.018158
0.010050,-0.006640,0.001831,-0.005493
0.010100,-0.007568,0.004272,-0.014801
0.010150,-0.007411,-0.004272,-0.007782
0.010200,-0.006270,0.000000,-0.019531
0.010250,-0.004617,-0.016479,-0.002441
0.010300,-0.003097,-0.006104,0.012665
0.010350,-0.002224,0.001831,0.009766
0.010400,-0.002192,0.004883,0.004578
0.010450,-0.002851,-0.003052,-0.028992
