t [s],u [deg],y [deg],i [A]
0.000000,0.000000,0.001221,-0.045319
0.000050,0.000000,-0.007935,-0.005798
0.000100,0.000000,0.004883,-0.009460
0.000150,0.000000,0.010986,0.000916
0.000200,0.000000,0.014648,0.014648
0.000250,0.000000,0.014038,-0.032654
0.000300,0.000000,0.002441,-0.000610
0.000350,0.000000,-0.007324,-0.013885
0.000400,0.000000,0.009155,0.001984
0.000450,0.000000,0.013428,-0.010071
0.000500,0.000000,0.005493,-0.003052
0.000550,0.000000,0.010376,0.007172
0.000600,0.000000,0.017700,0.010071
0.000650,0.000000,0.004272,-0.013275
0.000700,0.000000,-0.004883,-0.009613
0.000750,0.000000,0.000610,-0.012970
0.000800,0.000000,0.007324,-0.001984
0.000850,0.000000,0.011597,-0.037842
0.000900,0.000000,-0.020752,0.000153
0.000950,0.000000,0.014038,0.007629
0.001000,0.000000,-0.001221,-0.012207
0.001050,0.000000,0.015259,-0.022125
0.001100,0.000000,-0.006104,-0.001068
0.001150,0.000000,-0.001221,-0.021362
0.001200,0.000000,0.000000,-0.002747
0.001250,0.000000,0.001221,-0.016785
0.001300,0.000000,0.014038,-0.006409
0.001350,0.000000,0.001221,-0.007477
0.001400,0.000000,0.008545,-0.009613
0.001450,0.000000,-0.004272,-0.000610
0.001500,0.000000,-0.004883,0.000916
0.001550,0.000000,-0.002441,-0.011444
0.001600,0.000000,-0.009766,0.023804
0.001650,0.000000,0.010376,-0.017090
0.001700,0.000000,0.004883,-0.001068
0.001750,0.000000,0.007324,0.003662
0.001800,0.000000,0.013428,-0.015564
0.001850,0.000000,0.012817,-0.002899
0.001900,0.000000,0.012817,-0.010681
0.001950,0.000000,0.007324,-0.003052
0.002000,0.000000,-0.010986,-0.004578
0.002050,0.000000,-0.010986,-0.029907
0.002100,0.000000,-0.006714,-0.016022
0.002150,0.000000,-0.001221,-0.012054
0.002200,0.000000,0.001831,-0.019989
0.002250,0.000000,0.005493,0.010986
0.002300,0.000000,0.005493,-0.008850
0.002350,0.000000,0.004272,-0.023193
0.002400,0.000000,-0.003052,-0.010681
0.002450,0.000000,0.012207,-0.019836
0.002500,0.000000,-0.003662,-0.012665
0.002550,0.000000,0.003052,-0.009613
0.002600,0.000000,-0.001221,-0.020905
0.002650,0.000000,-0.015869,0.001831
0.002700,0.000000,0.007324,-0.003357
0.002750,0.000000,0.007935,-0.014038
0.002800,0.000000,-0.002441,-0.007019
0.002850,0.000000,0.000610,-0.009460
0.002900,0.000000,-0.003662,-0.035400
0.002950,0.000000,-0.001831,-0.010834
0.003000,0.000000,0.007935,-0.017395
0.003050,0.000000,-0.005493,-0.008850
0.003100,0.000000,0.001221,0.004578
0.003150,0.000000,0.006104,-0.019531
0.003200,0.000000,-0.009155,-0.017853
0.003250,0.000000,0.000610,-0.007935
0.003300,0.000000,0.003662,-0.024872
0.003350,0.000000,0.011597,-0.004578
0.003400,0.000000,-0.004272,-0.024567
0.003450,0.000000,0.012207,-0.000763
0.003500,0.000000,0.004883,-0.001221
0.003550,0.000000,0.014648,-0.013275
0.003600,0.000000,0.016479,-0.009155
0.003650,0.000000,0.008545,-0.010834
0.003700,0.000000,-0.009155,-0.001068
0.003750,0.000000,0.010376,-0.021973
0.003800,0.000000,0.004272,-0.017242
0.003850,0.000000,0.009155,-0.003510
0.003900,0.000000,0.003662,0.010223
0.003950,0.000000,0.001831,-0.005341
0.004000,0.000000,-0.001831,-0.007172
0.004050,0.000000,-0.001221,0.006714
0.004100,0.000000,-0.001221,-0.008240
0.004150,0.000000,0.007935,-0.009918
0.004200,0.000000,0.003052,-0.032349
0.004250,0.000000,0.009155,0.014191
0.004300,0.000000,0.002441,-0.024261
0.004350,0.000000,0.004883,-0.023651
0.004400,0.000000,0.006714,-0.005341
0.004450,0.000000,-0.007935,0.002289
0.004500,0.000000,0.005493,-0.008545
0.004550,0.000000,0.003662,-0.040131
0.004600,0.000000,-0.007935,-0.010223
0.004650,0.000000,0.000000,-0.003357
0.004700,0.000000,0.020752,-0.018311
0.004750,0.000000,0.003052,-0.016785
0.004800,0.000000,-0.006104,-0.006256
0.004850,0.000000,0.001221,-0.008850
0.004900,0.000000,0.018311,-0.027313
0.004950,0.000000,0.007324,-0.012665
0.005000,0.000000,-0.006104,-0.008392
0.005050,0.000000,-0.006104,-0.015411
0.005100,0.000000,-0.001221,-0.004730
0.005150,0.000000,0.002441,-0.018311
0.005200,0.000000,-0.000610,-0.005035
0.005250,0.000000,-0.010986,-0.011444
0.005300,0.000000,0.005493,-0.020142
0.005350,0.000000,-0.007324,-0.016632
0.005400,0.000000,-0.000610,-0.009155
0.005450,0.000000,0.003052,-0.010071
0.005500,0.000000,0.000000,-0.013428
0.005550,0.000000,-0.010376,-0.033722
0.005600,0.000000,0.004272,-0.026855
0.005650,0.000000,-0.006714,-0.013428
0.005700,0.000000,0.008545,-0.027313
0.005750,0.000000,0.000000,-0.033264
0.005800,0.000000,-0.000610,-0.005188
0.005850,0.000000,-0.001221,-0.009766
0.005900,0.000000,-0.003052,-0.004120
