t [s],u [deg],y [deg],i [A]
0.000000,-0.005969,0.020142,-0.021820
0.000050,-0.004393,-0.006104,-0.006561
0.000100,-0.003384,0.009766,-0.021820
0.000150,-0.002972,-0.001831,-0.003204
0.000200,-0.003090,0.006714,-0.013580
0.000250,-0.003181,0.006104,0.004120
0.000300,-0.002996,0.004272,-0.010986
0.000350,-0.002696,0.000000,-0.013733
0.000400,-0.002598,-0.010986,-0.002594
0.000450,-0.002791,-0.003052,-0.006256
0.000500,-0.003028,0.007324,-0.051117
0.000550,-0.002979,-0.016479,0.013885
0.000600,-0.002554,0.011597,-0.006256
0.000650,-0.001951,-0.007324,-0.015411
0.000700,-0.001440,0.004272,-0.015564
0.000750,-0.001154,0.013428,-0.024414
0.000800,-0.001038,-0.003052,-0.011597
0.000850,-0.000989,-0.014038,-0.001221
0.000900,-0.001066,0.000000,-0.009766
0.000950,-0.001593,-0.006104,-0.007629
0.001000,-0.003004,0.015869,-0.002594
0.001050,-0.005444,0.007935,-0.033264
0.001100,-0.008373,-0.001831,0.006256
0.001150,-0.010652,-0.006714,-0.000916
0.001200,-0.011199,-0.002441,-0.031891
0.001250,-0.009696,-0.008545,-0.037384
0.001300,-0.006785,-0.004883,-0.029602
0.001350,-0.003727,-0.010986,0.001678
0.001400,-0.001735,-0.005493,0.012207
0.001450,-0.001345,-0.012207,-0.007477
0.001500,-0.002166,-0.009155,0.004425
0.001550,-0.003164,-0.012817,-0.011902
0.001600,-0.003328,0.001831,-0.032806
0.001650,-0.002343,0.007935,-0.027466
0.001700,-0.000756,0.005493,-0.014343
0.001750,0.000534,-0.013428,-0.025482
0.001800,0.001015,-0.001221,0.003967
0.001850,0.000903,0.000000,-0.029602
0.001900,0.000829,0.002441,-0.009308
0.001950,0.001235,-0.004883,-0.022125
0.002000,0.002011,0.007324,-0.013733
0.002050,0.002635,0.003662,-0.006561
0.002100,0.002646,-0.018921,-0.014343
0.002150,0.002023,-0.004272,-0.000153
0.002200,0.001139,-0.001221,0.000000
0.002250,0.000404,-0.004272,-0.005646
0.002300,-0.000017,0.002441,-0.003662
0.002350,-0.000212,0.012207,-0.017853
0.002400,-0.000350,0.000000,-0.009155
0.002450,-0.000524,0.003662,-0.002899
0.002500,-0.000695,-0.004883,-0.021362
0.002550,-0.000730,0.008545,-0.025482
0.002600,-0.000454,0.001831,-0.023956
0.002650,0.000267,0.008545,-0.003662
0.002700,0.001370,0.003052,-0.011444
0.002750,0.002512,-0.000610,-0.006409
0.002800,0.003248,-0.004883,-0.000610
0.002850,0.003389,0.014648,0.007477
0.002900,0.003128,0.006714,-0.012360
0.002950,0.002791,0.000610,-0.028381
0.003000,0.002534,-0.009766,-0.003967
0.003050,0.002306,0.006714,-0.011444
0.003100,0.002049,0.018921,-0.007324
0.003150,0.001791,0.009155,0.018616
0.003200,0.001573,0.004883,0.010834
0.003250,0.001338,0.000000,-0.012512
0.003300,0.000938,0.007324,-0.011292
