t [s],u [deg],y [deg],i [A]
0.000000,-0.001813,0.010376,-0.029907
0.000050,-0.005361,0.007935,-0.007172
0.000100,-0.006981,0.007935,-0.001984
0.000150,-0.006903,-0.002441,-0.005646
0.000200,-0.007182,-0.014038,-0.002747
0.000250,-0.007706,0.015259,-0.019531
0.000300,-0.008063,-0.002441,-0.003662
0.000350,-0.007837,-0.014038,0.004272
0.000400,-0.006925,0.002441,-0.012970
0.000450,-0.005594,-0.017090,-0.007324
0.000500,-0.004251,-0.003052,-0.018463
0.000550,-0.003187,-0.020142,-0.002136
0.000600,-0.002503,-0.010376,-0.017853
0.000650,-0.002163,-0.007935,0.006104
0.000700,-0.002080,0.006104,-0.002289
0.000750,-0.002164,-0.003052,-0.005951
0.000800,-0.002319,0.005493,-0.011902
0.000850,-0.002429,-0.014648,-0.023193
0.000900,-0.002442,0.002441,-0.028229
0.000950,-0.002453,0.000000,-0.008087
0.001000,-0.002593,-0.012817,-0.008392
0.001050,-0.002796,0.001221,-0.009460
0.001100,-0.002762,0.000000,0.005341
0.001150,-0.002221,0.008545,-0.021667
0.001200,-0.001242,-0.005493,-0.012054
0.001250,-0.000255,0.002441,0.005951
0.001300,0.000184,0.005493,0.013580
0.001350,-0.000315,-0.004272,-0.022583
0.001400,-0.001772,-0.014038,-0.018158
0.001450,-0.003817,-0.014648,-0.014038
0.001500,-0.005851,0.001221,-0.015717
0.001550,-0.007251,0.010376,-0.038300
0.001600,-0.007564,-0.004883,-0.020142
0.001650,-0.006625,-0.003662,0.006256
0.001700,-0.004590,0.005493,0.007019
0.001750,-0.001974,-0.014648,-0.020752
0.001800,0.000433,-0.006714,-0.003052
0.001850,0.001877,-0.001221,0.002289
0.001900,0.001994,-0.004272,0.001373
0.001950,0.000979,-0.014648,-0.009155
0.002000,-0.000547,0.002441,-0.029144
0.002050,-0.001901,-0.004883,-0.003204
0.002100,-0.002672,-0.007324,-0.011902
0.002150,-0.002795,-0.000610,-0.026398
0.002200,-0.002411,0.009155,-0.018768
0.002250,-0.001696,-0.000610,-0.012360
0.002300,-0.000818,0.007324,0.000305
0.002350,0.000009,-0.006104,0.007782
0.002400,0.000529,0.008545,0.005798
0.002450,0.000598,0.006714,-0.022583
0.002500,0.000302,-0.003052,-0.010529
0.002550,-0.000089,0.001221,-0.019684
0.002600,-0.000302,0.001221,-0.031433
0.002650,-0.000268,0.004272,-0.020752
0.002700,-0.000132,0.002441,-0.004272
0.002750,-0.000055,0.004883,0.017853
0.002800,-0.000070,-0.001831,-0.023804
0.002850,-0.000123,0.006104,-0.009613
0.002900,-0.000206,0.007324,-0.005646
0.002950,-0.000437,-0.005493,-0.013428
0.003000,-0.000998,-0.001831,0.002899
0.003050,-0.001990,-0.001221,-0.013885
0.003100,-0.003329,0.001221,-0.025787
0.003150,-0.004807,0.008545,-0.035400
0.003200,-0.006212,-0.009155,-0.021515
0.003250,-0.007395,0.015259,-0.014496
0.003300,-0.008209,-0.005493,-0.001526
0.003350,-0.008468,-0.001221,-0.006256
0.003400,-0.008081,0.006714,0.005341
0.003450,-0.007185,0.007935,-0.015259
0.003500,-0.006119,-0.005493,-0.019226
0.003550,-0.005202,-0.007935,-0.007935
0.003600,-0.004511,-0.008545,-0.029755
0.003650,-0.003877,-0.007324,0.003662
0.003700,-0.003153,0.005493,0.005646
0.003750,-0.002444,-0.003662,-0.005188
0.003800,-0.002034,-0.017700,-0.006561
0.003850,-0.002113,0.006714,-0.024719
0.003900,-0.002621,0.001831,-0.009613
0.003950,-0.003311,-0.000610,-0.012665
0.004000,-0.003867,-0.009766,-0.011139
0.004050,-0.004031,-0.012207,-0.027466
0.004100,-0.003723,-0.007324,-0.003510
0.004150,-0.003085,0.001221,0.010986
0.004200,-0.002376,0.003662,-0.014343
0.004250,-0.001822,-0.009766,-0.008850
0.004300,-0.001579,0.007935,-0.016937
0.004350,-0.001770,-0.000610,-0.003815
0.004400,-0.002379,-0.018921,0.003967
0.004450,-0.003174,0.004883,-0.013580
0.004500,-0.003850,-0.008545,-0.020599
0.004550,-0.004215,-0.006104,-0.015717
0.004600,-0.004226,0.000610,-0.032501
0.004650,-0.003899,-0.010376,-0.000458
0.004700,-0.003218,0.005493,-0.001984
0.004750,-0.002161,0.003052,-0.012512
0.004800,-0.000838,-0.009766,-0.002136
0.004850,0.000447,-0.006104,0.001526
