t [s],u [deg],y [deg],i [A]
0.000000,-0.002133,0.004883,-0.025482
0.000050,-0.001802,-0.017700,-0.011749
0.000100,-0.000916,0.001831,-0.012207
0.000150,-0.000764,-0.018921,0.005188
0.000200,-0.001462,0.011597,0.006409
0.000250,-0.002971,-0.003052,-0.025024
0.000300,-0.004745,-0.013428,-0.008087
0.000350,-0.006125,-0.001831,-0.000153
0.000400,-0.006722,0.008545,-0.025330
0.000450,-0.006423,-0.017700,-0.021362
0.000500,-0.005303,-0.009766,-0.017090
0.000550,-0.003692,-0.006104,0.002899
0.000600,-0.002164,-0.002441,0.012054
0.000650,-0.001260,-0.004883,0.002136
0.000700,-0.001147,-0.011597,-0.005035
0.000750,-0.001506,-0.002441,-0.008698
0.000800,-0.001800,-0.006714,-0.013123
0.000850,-0.001748,0.007935,0.000458
0.000900,-0.001488,-0.004883,-0.030060
0.000950,-0.001312,-0.004883,-0.001678
0.001000,-0.001346,0.004272,-0.015869
0.001050,-0.001420,0.000610,-0.019226
0.001100,-0.001181,0.005493,-0.000305
0.001150,-0.000395,0.007324,0.004730
0.001200,0.000813,0.010986,-0.003815
0.001250,0.001983,-0.015869,-0.010071
0.001300,0.002574,-0.003052,-0.028076
0.001350,0.002300,0.003052,-0.004272
0.001400,0.001326,0.003662,-0.013428
0.001450,0.000170,-0.007935,-0.005951
0.001500,-0.000595,-0.001221,-0.004272
0.001550,-0.000571,0.015869,-0.005188
0.001600,0.000322,-0.006104,-0.006409
0.001650,0.001783,-0.010986,-0.002289
0.001700,0.003214,0.014648,-0.003204
0.001750,0.003974,0.001221,0.000000
0.001800,0.003662,0.000610,-0.010376
0.001850,0.002292,0.008545,-0.017090
0.001900,0.000249,-0.001221,0.009918
0.001950,-0.001971,0.018311,-0.023651
0.002000,-0.004022,0.005493,0.004425
0.002050,-0.005768,0.017700,-0.017700
0.002100,-0.007150,0.020142,-0.002594
0.002150,-0.008065,0.015259,-0.023804
0.002200,-0.008312,0.001831,-0.001526
0.002250,-0.007659,-0.006714,-0.001984
0.002300,-0.006106,0.003662,-0.006409
0.002350,-0.004104,0.014038,0.003357
0.002400,-0.002401,-0.008545,-0.019989
0.002450,-0.001572,-0.001831,-0.009155
0.002500,-0.001657,-0.006104,0.010376
0.002550,-0.002188,-0.012207,-0.013123
0.002600,-0.002570,0.000610,-0.016937
0.002650,-0.002479,0.015259,-0.014496
0.002700,-0.001998,0.004883,-0.005798
0.002750,-0.001466,-0.000610,-0.010376
0.002800,-0.001172,0.007324,-0.000916
0.002850,-0.001116,-0.013428,0.014954
0.002900,-0.001026,0.013428,-0.006256
0.002950,-0.000611,0.011597,-0.018158
0.003000,0.000179,-0.009155,-0.016632
0.003050,0.001063,-0.004883,0.012360
0.003100,0.001603,0.013428,-0.011444
0.003150,0.001574,0.000000,-0.003967
0.003200,0.001147,-0.001831,-0.002289
0.003250,0.000716,0.007324,-0.019989
0.003300,0.000560,0.004883,-0.002899
0.003350,0.000689,0.002441,-0.022278
0.003400,0.000908,-0.002441,-0.000763
0.003450,0.000937,-0.005493,-0.009308
0.003500,0.000516,0.000000,-0.000916
0.003550,-0.000405,-0.006714,-0.001984
0.003600,-0.001540,-0.007324,-0.020294
0.003650,-0.002404,-0.009766,-0.010071
0.003700,-0.002618,-0.003662,-0.007477
0.003750,-0.002186,-0.003052,-0.035248
