t [s],u [deg],y [deg],i [A]
0.000000,-0.003599,0.004272,0.004272
0.000050,-0.004706,-0.009766,-0.008545
0.000100,-0.003844,0.001831,-0.010071
0.000150,-0.003437,0.000610,0.002899
0.000200,-0.003175,-0.001221,0.004425
0.000250,-0.003193,0.013428,-0.006714
0.000300,-0.003470,-0.007324,-0.012054
0.000350,-0.003867,-0.007324,0.006714
0.000400,-0.004245,0.000610,0.003967
0.000450,-0.004526,0.003052,-0.005493
0.000500,-0.004710,0.009766,-0.019073
0.000550,-0.004864,0.001831,-0.024109
0.000600,-0.005046,-0.017090,0.010529
0.000650,-0.005242,-0.009766,-0.013123
0.000700,-0.005394,-0.006104,-0.012970
0.000750,-0.005430,0.002441,-0.002441
0.000800,-0.005294,0.006104,-0.002289
0.000850,-0.004905,-0.014038,-0.019989
0.000900,-0.004135,-0.007324,0.008087
0.000950,-0.002976,0.008545,0.007019
0.001000,-0.001687,-0.015869,-0.015717
0.001050,-0.000644,0.001221,-0.007477
0.001100,-0.000013,-0.013428,-0.033264
0.001150,0.000382,-0.004883,-0.012360
0.001200,0.000819,0.000610,-0.014648
0.001250,0.001323,-0.012817,-0.015259
0.001300,0.001574,0.001221,0.003357
0.001350,0.001207,0.014038,-0.006104
0.001400,0.000220,0.006714,-0.019379
0.001450,-0.000966,0.004883,0.006714
0.001500,-0.001862,0.000000,-0.029297
0.001550,-0.002229,0.009766,-0.001373
0.001600,-0.002053,0.003052,-0.025940
0.001650,-0.001473,0.005493,-0.007477
0.001700,-0.000805,-0.001221,-0.009003
0.001750,-0.000446,0.015869,-0.010681
0.001800,-0.000585,0.014648,-0.012817
0.001850,-0.001001,0.010986,-0.008698
0.001900,-0.001204,-0.004272,-0.004730
0.001950,-0.000869,0.001221,-0.017700
0.002000,-0.000183,-0.006714,-0.019989
0.002050,0.000342,-0.008545,-0.014954
0.002100,0.000399,0.009155,0.007172
0.002150,0.000125,-0.001831,0.005341
0.002200,-0.000127,0.019531,-0.014496
0.002250,-0.000195,-0.001221,0.006256
0.002300,-0.000291,0.000000,-0.021210
0.002350,-0.000810,0.004272,-0.018005
0.002400,-0.002019,0.004883,-0.018921
0.002450,-0.003861,0.000000,0.008850
0.002500,-0.005909,0.003052,-0.007172
0.002550,-0.007484,0.008545,-0.018158
0.002600,-0.007993,-0.005493,-0.028992
0.002650,-0.007260,-0.007935,-0.012817
0.002700,-0.005630,-0.006104,0.008392
0.002750,-0.003809,-0.021973,0.016022
0.002800,-0.002493,-0.001831,-0.010986
0.002850,-0.002004,-0.009766,-0.011444
0.002900,-0.002197,0.009155,0.008698
0.002950,-0.002629,-0.009155,-0.012512
0.003000,-0.002798,0.006714,-0.028381
0.003050,-0.002385,-0.015259,-0.004578
0.003100,-0.001409,0.014648,-0.011597
0.003150,-0.000150,0.001221,-0.007477
0.003200,0.001098,-0.007935,0.003204
0.003250,0.002126,-0.007935,-0.003357
0.003300,0.002746,-0.003052,-0.013580
0.003350,0.002736,-0.001831,-0.021362
0.003400,0.001885,-0.005493,-0.020294
0.003450,0.000159,-0.000610,-0.024414
0.003500,-0.002127,0.005493,-0.000916
0.003550,-0.004325,0.000000,-0.020905
0.003600,-0.005703,0.010376,-0.020599
0.003650,-0.005781,-0.004883,-0.003204
0.003700,-0.004587,0.003662,-0.007629
0.003750,-0.002654,-0.004272,-0.001526
0.003800,-0.000766,-0.002441,0.010834
0.003850,0.000404,0.001831,0.019684
0.003900,0.000565,-0.006104,0.000916
0.003950,-0.000119,0.003662,-0.005646
0.004000,-0.001173,-0.014038,-0.015717
0.004050,-0.002097,0.003052,-0.036774
0.004100,-0.002569,-0.007324,-0.029297
0.004150,-0.002492,-0.001221,-0.013733
0.004200,-0.001984,-0.006104,-0.014648
0.004250,-0.001331,-0.007324,-0.001526
0.004300,-0.000848,-0.006714,-0.020752
0.004350,-0.000699,-0.007324,0.003510
0.004400,-0.000871,-0.004883,-0.005798
0.004450,-0.001261,0.013428,-0.029297
0.004500,-0.001733,0.012207,-0.009460
0.004550,-0.002123,0.008545,-0.000763
0.004600,-0.002288,-0.003052,-0.025330
0.004650,-0.002227,-0.001831,-0.014648
0.004700,-0.002091,0.005493,-0.028381
0.004750,-0.002035,0.010376,-0.010223
0.004800,-0.002068,-0.001221,0.007477
0.004850,-0.002020,-0.010986,-0.015717
0.004900,-0.001607,0.010986,-0.013275
0.004950,-0.000610,0.001221,-0.024414
0.005000,0.000807,0.007935,0.009308
0.005050,0.002057,-0.008545,-0.009613
0.005100,0.002537,-0.009766,-0.007477
0.005150,0.002101,-0.017700,-0.002747
0.005200,0.001161,0.010986,-0.008087
0.005250,0.000433,0.003662,-0.003357
0.005300,0.000506,0.007935,0.004730
0.005350,0.001429,0.022583,-0.015106
0.005400,0.002722,0.003052,-0.007477
0.005450,0.003795,0.002441,-0.010529
0.005500,0.004319,0.009766,-0.018005
0.005550,0.004288,-0.006714,-0.003815
0.005600,0.003866,0.000000,-0.011902
0.005650,0.003202,0.007324,0.001678
0.005700,0.002320,-0.008545,-0.012054
0.005750,0.001159,0.000610,-0.008850
0.005800,-0.000299,0.019531,0.005951
0.005850,-0.001856,-0.001831,-0.012970
0.005900,-0.003090,0.001831,-0.010071
0.005950,-0.003612,-0.006104,-0.010529
0.006000,-0.003320,0.008545,-0.018768
0.006050,-0.002475,-0.006104,0.002899
0.006100,-0.001622,-0.008545,0.011444
0.006150,-0.001292,0.009766,0.002747
0.006200,-0.001617,-0.010376,0.003052
0.006250,-0.002276,0.000000,-0.002594
0.006300,-0.002860,-0.003052,-0.018921
0.006350,-0.003212,-0.007935,-0.030975
0.006400,-0.003400,-0.011597,-0.009308
0.006450,-0.003501,0.009766,-0.000458
0.006500,-0.003506,0.006714,-0.009003
0.006550,-0.003385,-0.001831,-0.019531
0.006600,-0.003181,0.006104,-0.016632
0.006650,-0.003007,-0.003662,-0.001984
0.006700,-0.002980,-0.009766,0.004120
0.006750,-0.003130,0.006104,-0.011292
0.006800,-0.003342,-0.003662,-0.014191
0.006850,-0.003378,0.006104,-0.013580
0.006900,-0.002965,-0.005493,-0.006256
0.006950,-0.001931,0.006714,-0.021515
0.007000,-0.000399,-0.010986,-0.011292
0.007050,0.001054,-0.007324,0.005035
0.007100,0.001566,-0.014648,-0.003815
0.007150,0.000560,0.002441,-0.016327
0.007200,-0.001795,-0.013428,-0.031586
0.007250,-0.004750,-0.010376,-0.018005
0.007300,-0.007464,-0.003052,-0.023041
0.007350,-0.009309,0.006714,-0.027313
0.007400,-0.009930,-0.008545,-0.000458
0.007450,-0.009265,-0.006714,-0.018768
0.007500,-0.007581,-0.006104,-0.024414
0.007550,-0.005452,-0.007324,-0.007324
0.007600,-0.003580,-0.003052,0.001526
0.007650,-0.002442,-0.007935,0.007477
0.007700,-0.002048,-0.013428,-0.013428
0.007750,-0.002100,-0.011597,-0.008087
0.007800,-0.002374,-0.007324,0.001221
0.007850,-0.002834,0.001831,-0.010223
0.007900,-0.003433,0.000000,-0.002136
0.007950,-0.003951,0.009766,-0.015106
0.008000,-0.004084,-0.000610,-0.023956
0.008050,-0.003676,-0.003662,-0.000916
0.008100,-0.002817,-0.003052,-0.008240
0.008150,-0.001724,0.006104,0.005646
0.008200,-0.000605,0.007324,-0.013428
0.008250,0.000351,-0.005493,-0.011749
0.008300,0.001007,-0.010376,0.003662
0.008350,0.001373,0.007935,-0.009003
0.008400,0.001609,0.001831,-0.014496
0.008450,0.001854,-0.001831,0.000610
0.008500,0.002042,-0.001831,-0.019226
0.008550,0.001898,0.000000,-0.017548
0.008600,0.001204,0.009766,-0.012817
0.008650,0.000075,-0.000610,-0.005493
0.008700,-0.001082,-0.005493,0.005951
0.008750,-0.001808,0.015259,-0.027313
0.008800,-0.001856,-0.003662,-0.024719
0.008850,-0.001342,-0.002441,-0.002747
0.008900,-0.000697,0.003662,-0.022583
0.008950,-0.000471,-0.001221,-0.017700
0.009000,-0.001053,0.000000,-0.008698
0.009050,-0.002420,0.009155,0.005798
0.009100,-0.004152,0.009155,-0.014191
0.009150,-0.005706,0.000000,0.004120
0.009200,-0.006693,0.012817,-0.030975
0.009250,-0.006983,-0.003662,-0.012817
0.009300,-0.006718,0.007935,-0.029144
0.009350,-0.006178,-0.004883,-0.026703
0.009400,-0.005581,0.012817,0.006256
0.009450,-0.004993,0.003052,0.008850
0.009500,-0.004391,-0.006104,-0.002289
0.009550,-0.003779,-0.003662,-0.013885
0.009600,-0.003242,-0.001831,-0.012360
0.009650,-0.002875,-0.012207,-0.006866
0.009700,-0.002682,-0.011597,-0.015869
0.009750,-0.002526,-0.006714,0.000610
0.009800,-0.002225,0.006104,-0.025024
0.009850,-0.001721,0.007324,-0.016479
0.009900,-0.001156,-0.007324,0.002594
0.009950,-0.000797,0.003052,-0.032959
0.010000,-0.000872,-0.015869,0.001678
0.010050,-0.001420,0.007324,-0.021820
0.010100,-0.002253,0.001221,-0.018311
0.010150,-0.003083,0.000000,-0.007324
0.010200,-0.003722,0.007935,-0.002747
0.010250,-0.004169,0.006104,-0.016327
0.010300,-0.004561,-0.010376,-0.017700
0.010350,-0.004996,0.001221,-0.007172
0.010400,-0.005326,-0.002441,-0.011139
0.010450,-0.005185,0.012207,-0.020599
0.010500,-0.004257,-0.005493,-0.005798
0.010550,-0.002547,-0.023804,0.021973
0.010600,-0.000418,-0.002441,-0.021362
0.010650,0.001626,-0.004883,0.000153
0.010700,0.003229,-0.005493,-0.021362
0.010750,0.004261,-0.010986,-0.003357
0.010800,0.004653,0.006714,0.015717
0.010850,0.004266,0.005493,-0.006561
0.010900,0.003009,0.002441,-0.027313
0.010950,0.001067,-0.002441,-0.004120
0.011000,-0.001075,-0.004272,-0.026550
0.011050,-0.002862,-0.007324,-0.028839
0.011100,-0.004024,-0.000610,-0.012665
0.011150,-0.004702,-0.004883,0.003662
0.011200,-0.005156,0.004883,-0.018158
0.011250,-0.005430,-0.001831,-0.002441
0.011300,-0.005416,-0.012207,-0.008087
0.011350,-0.005144,-0.011597,-0.001831
0.011400,-0.004945,-0.014648,-0.003510
0.011450,-0.005268,0.003662,-0.000610
0.011500,-0.006242,-0.004272,0.007629
0.011550,-0.007452,-0.009766,-0.024109
0.011600,-0.008213,-0.006714,-0.014801
0.011650,-0.008104,-0.006104,-0.027313
0.011700,-0.007299,0.001831,-0.023651
0.011750,-0.006369,0.000610,-0.012207
0.011800,-0.005781,-0.003662,-0.010376
0.011850,-0.005596,-0.007324,-0.007782
0.011900,-0.005632,-0.005493,-0.006714
0.011950,-0.005752,-0.007324,-0.011444
0.012000,-0.005924,-0.015259,-0.019531
0.012050,-0.006036,-0.012817,-0.010529
0.012100,-0.005793,-0.014648,-0.018616
0.012150,-0.004924,0.000000,-0.000153
0.012200,-0.003478,-0.002441,-0.001068
0.012250,-0.001869,0.001221,-0.012665
0.012300,-0.000657,0.000610,-0.008392
0.012350,-0.000289,-0.002441,0.016632
0.012400,-0.000926,-0.002441,0.011292
0.012450,-0.002347,-0.007935,-0.023499
0.012500,-0.004013,0.004272,-0.017090
0.012550,-0.005270,-0.010376,-0.019989
0.012600,-0.005607,0.016479,-0.030823
0.012650,-0.004848,-0.009766,0.009155
0.012700,-0.003209,-0.014038,-0.006409
0.012750,-0.001189,0.000000,0.010223
0.012800,0.000684,0.021362,-0.012054
0.012850,0.002087,-0.001831,0.007782
0.012900,0.002980,-0.005493,0.010376
0.012950,0.003530,0.010376,-0.013275
0.013000,0.003921,0.009766,0.000916
0.013050,0.004194,-0.005493,-0.021515
0.013100,0.004272,0.014038,-0.012665
0.013150,0.004069,0.005493,-0.020447
0.013200,0.003532,0.013428,-0.016327
0.013250,0.002663,0.009766,-0.017548
0.013300,0.001620,0.004272,-0.009460
0.013350,0.000732,-0.004272,-0.021667
0.013400,0.000309,0.009155,-0.023956
0.013450,0.000384,-0.004883,0.008698
0.013500,0.000657,0.003052,0.002899
0.013550,0.000729,-0.004883,0.002594
0.013600,0.000449,-0.003052,-0.013123
0.013650,-0.000023,0.003052,-0.007935
0.013700,-0.000490,-0.004883,0.003662
0.013750,-0.000909,-0.004272,-0.020905
0.013800,-0.001284,0.003662,-0.014343
0.013850,-0.001526,0.000000,0.000000
0.013900,-0.001473,0.004883,0.008850
0.013950,-0.001049,0.006104,-0.008240
0.014000,-0.000407,-0.003662,-0.008545
0.014050,0.000126,-0.002441,-0.013123
0.014100,0.000280,-0.004883,0.004425
0.014150,-0.000000,-0.003662,0.007172
0.014200,-0.000591,-0.016479,-0.000763
0.014250,-0.001258,-0.006104,-0.016632
