t [s],u [deg],y [deg],i [A]
0.000000,0.000125,0.006104,0.018921
0.000050,0.000241,0.006714,0.024109
0.000100,0.000426,0.018921,-0.030975
0.000150,0.000335,0.013428,-0.004578
0.000200,0.000077,-0.003052,-0.017853
0.000250,0.000118,0.002441,-0.020905
0.000300,0.000201,-0.000610,-0.001831
0.000350,0.000154,0.010376,-0.021210
0.000400,0.000172,0.019531,-0.016022
0.000450,0.000521,0.001221,-0.020905
0.000500,0.001450,-0.004272,0.003662
0.000550,0.001963,-0.013428,-0.014496
0.000600,0.001290,0.001221,0.012360
0.000650,0.000452,0.006714,0.003662
0.000700,-0.000493,-0.007324,-0.017548
0.000750,-0.001137,0.012817,-0.016174
0.000800,-0.000653,0.000000,-0.021820
0.000850,-0.000163,0.004272,-0.008545
0.000900,0.000193,0.015869,-0.033875
0.000950,0.000923,0.001221,-0.019073
0.001000,0.000848,0.001831,0.007629
0.001050,-0.000199,-0.007324,-0.001678
0.001100,-0.000321,-0.003662,-0.013733
0.001150,0.000522,0.009155,-0.015259
0.001200,0.000601,0.006714,-0.010071
0.001250,-0.000238,0.004883,-0.027161
0.001300,-0.001044,-0.004272,-0.013885
0.001350,-0.001573,-0.003662,-0.004578
0.001400,-0.002008,-0.008545,-0.015717
0.001450,-0.002139,0.004272,-0.025635
0.001500,-0.001797,0.007324,-0.024719
0.001550,-0.000760,0.000000,-0.012512
0.001600,-0.000039,-0.003052,-0.035095
0.001650,-0.000342,0.006104,-0.031738
0.001700,-0.000935,0.006104,-0.018768
0.001750,-0.001614,0.004883,0.013580
0.001800,-0.001389,-0.000610,-0.001068
0.001850,-0.000307,0.003052,0.004272
0.001900,-0.000093,-0.003052,-0.004883
0.001950,-0.000572,0.006714,0.004272
0.002000,-0.000697,0.010376,-0.015106
0.002050,-0.000354,0.003662,0.022736
0.002100,0.000047,0.009766,-0.010986
0.002150,-0.000242,-0.001831,-0.002136
0.002200,-0.001182,-0.003052,-0.002441
0.002250,-0.001698,-0.003052,0.005493
0.002300,-0.001235,0.013428,-0.006409
0.002350,-0.000235,0.004272,-0.006409
