t [s],u [deg],y [deg],i [A]
0.000000,-0.002853,0.006104,-0.021515
0.000050,-0.008712,0.000000,-0.018921
0.000100,-0.011105,0.009766,-0.039673
0.000150,-0.008290,-0.006714,-0.049438
0.000200,-0.003086,-0.012817,-0.028534
0.000250,0.002696,-0.000610,0.003357
0.000300,0.007190,-0.001831,0.011749
0.000350,0.009246,-0.006714,0.041199
0.000400,0.008765,-0.007935,0.019684
0.000450,0.006489,0.000000,-0.015106
0.000500,0.003451,0.004272,-0.001526
0.000550,0.000444,0.006714,-0.026245
0.000600,-0.002195,0.009766,-0.043640
0.000650,-0.004418,0.008545,-0.016327
0.000700,-0.006130,0.014648,0.005798
0.000750,-0.006988,0.002441,-0.040131
0.000800,-0.006538,0.004272,0.005646
0.000850,-0.004616,-0.006104,-0.004120
0.000900,-0.001701,0.009766,0.005798
0.000950,0.001086,0.005493,0.017242
0.001000,0.002471,0.001831,-0.004730
0.001050,0.001733,-0.005493,-0.010986
0.001100,-0.000788,0.004883,0.014191
0.001150,-0.003759,0.009766,-0.000610
0.001200,-0.005536,-0.005493,-0.022888
0.001250,-0.005079,-0.003052,-0.005646
0.001300,-0.002573,0.003662,-0.009003
0.001350,0.000634,0.001831,0.014343
0.001400,0.002758,-0.000610,0.021362
0.001450,0.002563,-0.007935,0.019226
0.001500,0.000055,0.002441,-0.035248
0.001550,-0.003509,0.003052,-0.027771
0.001600,-0.006274,0.004883,-0.030975
0.001650,-0.006756,0.003662,-0.028992
0.001700,-0.004616,-0.004883,-0.025024
0.001750,-0.000864,0.004883,0.003357
0.001800,0.002614,-0.007935,0.005493
0.001850,0.003968,0.005493,0.010376
0.001900,0.002307,-0.012817,-0.012054
0.001950,-0.001809,0.002441,-0.010986
0.002000,-0.006562,-0.008545,-0.006714
0.002050,-0.009681,-0.005493,-0.025024
0.002100,-0.009517,0.001831,-0.043640
0.002150,-0.005843,0.003052,-0.026245
0.002200,0.000011,-0.012207,-0.003967
0.002250,0.005786,0.000610,0.025940
0.002300,0.009361,0.015259,0.017090
0.002350,0.009721,-0.002441,0.011749
0.002400,0.007322,-0.003052,0.002136
0.002450,0.003709,0.023193,-0.014648
0.002500,0.000639,-0.007324,-0.023346
0.002550,-0.000805,0.015259,-0.027466
0.002600,-0.000623,-0.002441,-0.025330
0.002650,0.000285,-0.000610,-0.010986
0.002700,0.000748,0.015259,0.005951
0.002750,-0.000006,-0.004883,-0.002899
0.002800,-0.001959,0.007324,-0.020294
0.002850,-0.004354,0.003052,-0.007782
0.002900,-0.006097,0.009155,-0.027008
0.002950,-0.006287,0.006104,-0.001068
0.003000,-0.004660,0.011597,-0.002899
0.003050,-0.001743,-0.003662,-0.008087
0.003100,0.001322,-0.009766,0.016632
0.003150,0.003248,-0.011597,0.007935
0.003200,0.003178,-0.005493,-0.005493
0.003250,0.001114,0.005493,-0.045929
0.003300,-0.002030,-0.007324,0.021057
0.003350,-0.004818,-0.017090,0.002747
0.003400,-0.005983,-0.008545,-0.029144
0.003450,-0.005067,-0.003662,-0.045319
0.003500,-0.002659,0.015869,-0.038910
0.003550,-0.000087,-0.000610,0.011139
0.003600,0.001299,-0.012817,0.003052
0.003650,0.000865,0.001221,0.003662
0.003700,-0.000971,0.001831,-0.000763
0.003750,-0.002967,0.012207,-0.024109
0.003800,-0.003750,0.003662,-0.019226
0.003850,-0.002574,0.005493,0.003510
0.003900,0.000263,0.001831,0.008850
0.003950,0.003561,-0.007324,0.030975
0.004000,0.005835,0.010986,0.031891
0.004050,0.006089,0.001221,0.009613
0.004100,0.004323,0.012817,0.014496
0.004150,0.001542,0.007324,-0.006866
0.004200,-0.000752,0.006104,-0.049286
0.004250,-0.001310,0.013428,-0.018768
0.004300,0.000244,-0.010986,0.008545
0.004350,0.003232,0.000000,-0.022888
0.004400,0.006250,-0.001221,0.009766
0.004450,0.007841,0.018311,-0.026855
0.004500,0.007153,0.004272,0.001984
0.004550,0.004282,0.005493,-0.010071
0.004600,0.000161,0.006714,-0.017853
0.004650,-0.003909,-0.007324,-0.039673
0.004700,-0.006824,0.021973,-0.012054
0.004750,-0.008051,0.006104,-0.044861
0.004800,-0.007698,0.007935,-0.053558
0.004850,-0.006295,0.010376,0.036011
0.004900,-0.004482,-0.000610,0.021362
0.004950,-0.002769,-0.003662,-0.001831
0.005000,-0.001465,-0.002441,-0.000458
0.005050,-0.000730,-0.013428,0.008545
0.005100,-0.000656,-0.007935,0.002747
0.005150,-0.001278,0.001831,-0.033722
0.005200,-0.002506,-0.010376,-0.030823
0.005250,-0.004047,-0.011597,-0.024567
0.005300,-0.005432,-0.014648,-0.041046
0.005350,-0.006155,0.009766,-0.018158
0.005400,-0.005896,0.000610,-0.020905
0.005450,-0.004678,0.005493,0.000000
0.005500,-0.002858,-0.010376,-0.011749
0.005550,-0.000951,0.007324,-0.026703
0.005600,0.000610,-0.004883,-0.002441
0.005650,0.001611,0.002441,0.005341
0.005700,0.002024,0.000610,-0.011902
0.005750,0.001856,0.002441,0.016632
0.005800,0.001054,0.007324,-0.023956
0.005850,-0.000420,-0.000610,-0.024567
0.005900,-0.002385,0.009766,-0.035095
0.005950,-0.004302,0.004272,-0.019836
0.006000,-0.005405,0.012817,-0.029755
0.006050,-0.005104,0.014038,-0.003815
