t [s],u [deg],y [deg],i [A]
0.000000,-0.005793,0.014038,-0.005798
0.000050,-0.009528,0.006714,-0.033569
0.000100,-0.009862,-0.010376,-0.025482
0.000150,-0.007596,-0.007324,-0.022125
0.000200,-0.003786,-0.004272,0.007172
0.000250,0.000073,-0.002441,0.008240
0.000300,0.002875,-0.008545,0.012054
0.000350,0.004183,0.001831,0.011292
0.000400,0.003994,0.006714,0.027008
0.000450,0.002519,-0.008545,-0.010681
0.000500,0.000172,-0.001831,-0.042419
0.000550,-0.002340,0.002441,-0.002441
0.000600,-0.004132,0.010986,-0.058441
0.000650,-0.004524,0.007935,-0.002136
0.000700,-0.003488,-0.004883,0.006256
0.000750,-0.001773,-0.003052,-0.006256
0.000800,-0.000502,0.003662,0.027924
0.000850,-0.000432,-0.001221,0.010223
0.000900,-0.001401,0.007324,-0.039978
0.000950,-0.002398,-0.014648,-0.041656
0.001000,-0.002269,-0.011597,-0.029297
0.001050,-0.000604,0.004883,-0.015411
0.001100,0.001841,0.002441,-0.023651
0.001150,0.003531,0.001831,-0.018616
0.001200,0.003114,0.007935,-0.004120
0.001250,0.000335,-0.005493,-0.014343
0.001300,-0.003737,0.003052,-0.040894
0.001350,-0.007312,0.009155,-0.035553
0.001400,-0.008917,0.014648,-0.004425
0.001450,-0.008182,-0.004883,-0.013428
0.001500,-0.005910,-0.004883,-0.008850
0.001550,-0.003463,-0.004883,0.005493
0.001600,-0.001915,-0.015259,0.003510
0.001650,-0.001556,-0.003052,0.004120
0.001700,-0.001997,-0.010376,-0.017853
0.001750,-0.002685,-0.009766,0.009766
0.001800,-0.003393,-0.001831,-0.025177
0.001850,-0.004308,0.000000,-0.020905
0.001900,-0.005689,-0.010376,-0.009613
0.001950,-0.007416,0.000000,-0.021973
0.002000,-0.008809,0.003662,-0.014801
0.002050,-0.008925,0.003662,-0.024872
0.002100,-0.007184,-0.003662,0.010071
0.002150,-0.003890,-0.006714,0.017242
0.002200,-0.000266,0.014038,0.009613
0.002250,0.002095,-0.006104,-0.006561
0.002300,0.002094,-0.012207,0.002441
0.002350,-0.000213,-0.009766,-0.003510
0.002400,-0.003571,0.004272,-0.022125
0.002450,-0.006164,-0.012207,-0.025635
0.002500,-0.006575,0.015259,-0.028229
0.002550,-0.004517,0.003662,-0.037079
0.002600,-0.000913,-0.004272,0.014648
0.002650,0.002701,0.000000,-0.009766
0.002700,0.005039,0.012817,0.000153
0.002750,0.005660,-0.000610,-0.004120
0.002800,0.004994,-0.001831,0.006714
0.002850,0.003859,-0.008545,-0.000305
0.002900,0.002884,0.001831,-0.040894
0.002950,0.002221,-0.004272,-0.027924
0.003000,0.001668,0.008545,-0.031433
0.003050,0.000977,0.006714,-0.020294
0.003100,0.000051,0.012207,-0.008240
0.003150,-0.001121,0.004272,-0.003662
0.003200,-0.002636,0.007935,-0.020599
0.003250,-0.004693,0.004883,-0.027008
0.003300,-0.007325,0.009766,-0.014648
0.003350,-0.010061,0.007935,-0.015717
0.003400,-0.011874,-0.006714,-0.005493
0.003450,-0.011644,-0.014648,-0.016632
0.003500,-0.008929,-0.001831,-0.010986
0.003550,-0.004523,-0.009155,0.002136
0.003600,-0.000282,-0.016479,0.008392
0.003650,0.001812,-0.002441,0.006104
0.003700,0.000845,-0.014038,0.001068
0.003750,-0.002392,0.001831,-0.000153
0.003800,-0.005806,0.009155,-0.018463
0.003850,-0.007277,0.000610,-0.043030
0.003900,-0.005971,0.000610,-0.030670
0.003950,-0.002834,0.001831,-0.015717
0.004000,0.000089,-0.006104,0.009460
0.004050,0.001057,0.009155,-0.006866
0.004100,-0.000230,-0.004883,-0.005493
0.004150,-0.002504,-0.004883,-0.010529
0.004200,-0.003874,-0.001831,-0.022278
0.004250,-0.003131,-0.003662,-0.018158
0.004300,-0.000498,-0.002441,-0.030060
0.004350,0.002646,0.006714,0.003815
0.004400,0.004754,-0.000610,0.004578
0.004450,0.005047,-0.009766,0.005798
0.004500,0.003757,-0.005493,-0.000153
0.004550,0.001665,0.003052,-0.026398
0.004600,-0.000545,0.002441,-0.020905
0.004650,-0.002523,-0.003662,-0.034485
0.004700,-0.004002,0.017090,-0.016327
0.004750,-0.004483,0.009766,-0.008698
0.004800,-0.003354,-0.010986,-0.012207
0.004850,-0.000512,-0.004883,-0.010681
0.004900,0.003056,0.003052,0.002747
0.004950,0.005422,0.000000,0.012817
0.005000,0.004779,-0.002441,0.038910
0.005050,0.000788,0.007324,0.001373
0.005100,-0.004815,0.001221,-0.012817
0.005150,-0.009010,-0.001831,-0.020752
0.005200,-0.009313,0.014038,-0.046844
0.005250,-0.005448,0.008545,-0.034485
0.005300,0.000353,0.003052,0.012207
0.005350,0.004718,-0.012817,0.013580
0.005400,0.005301,-0.004272,0.006256
0.005450,0.002283,0.004883,0.011749
0.005500,-0.001815,0.000610,-0.010223
0.005550,-0.003850,-0.003052,-0.013580
0.005600,-0.002124,0.001221,-0.041809
0.005650,0.002581,0.007935,-0.026245
0.005700,0.007616,-0.003052,-0.016174
0.005750,0.010203,-0.000610,0.014496
0.005800,0.009106,0.013428,0.025940
0.005850,0.005191,0.001831,-0.005341
0.005900,0.000662,0.005493,-0.012665
0.005950,-0.002368,0.006104,-0.038147
0.006000,-0.003004,0.007935,-0.035553
0.006050,-0.001783,-0.001221,-0.025482
0.006100,-0.000035,-0.006714,-0.002899
0.006150,0.001043,0.003662,-0.009766
0.006200,0.000975,-0.006104,0.012207
0.006250,0.000012,0.013428,0.009003
0.006300,-0.001249,-0.001221,-0.013580
0.006350,-0.002264,0.009766,-0.021515
0.006400,-0.002691,0.007935,-0.001068
0.006450,-0.002311,-0.007935,-0.013123
0.006500,-0.000933,-0.001831,0.004730
0.006550,0.001532,-0.004272,-0.009460
0.006600,0.004853,0.013428,-0.018768
0.006650,0.008311,0.003662,-0.004425
0.006700,0.010817,0.004272,0.000916
0.006750,0.011344,0.007324,0.007019
0.006800,0.009478,0.007935,0.016785
0.006850,0.005740,0.018311,-0.014648
0.006900,0.001427,0.010376,-0.012207
0.006950,-0.001998,0.022583,-0.039368
0.007000,-0.003640,0.015259,-0.012512
0.007050,-0.003612,0.014038,-0.010376
0.007100,-0.002882,0.014038,0.001526
0.007150,-0.002621,-0.001221,0.001831
0.007200,-0.003415,0.000610,-0.006256
0.007250,-0.004859,-0.004883,0.010529
0.007300,-0.005786,-0.012207,0.000916
0.007350,-0.005016,0.014648,-0.011597
0.007400,-0.002153,-0.004272,-0.013885
0.007450,0.002060,-0.003662,0.000305
0.007500,0.006065,-0.005493,0.012970
0.007550,0.008308,0.005493,0.001373
0.007600,0.008057,-0.006714,-0.001678
0.007650,0.005749,-0.004272,0.005951
0.007700,0.002696,0.004883,-0.039215
0.007750,0.000363,0.006104,-0.032196
0.007800,-0.000358,0.020142,-0.036926
0.007850,0.000515,-0.005493,-0.015259
0.007900,0.002215,-0.010986,-0.006561
0.007950,0.003710,0.009155,-0.008087
0.008000,0.004220,0.012817,0.002747
0.008050,0.003493,0.003662,0.018005
0.008100,0.001798,-0.002441,0.022736
0.008150,-0.000313,0.012207,-0.005188
0.008200,-0.002282,0.011597,-0.035400
0.008250,-0.003731,-0.003052,-0.031128
0.008300,-0.004487,0.011597,-0.013733
0.008350,-0.004503,-0.008545,-0.029602
0.008400,-0.003746,0.002441,0.011902
0.008450,-0.002187,0.005493,-0.038757
0.008500,0.000090,0.007324,-0.027466
0.008550,0.002727,-0.007324,-0.005341
0.008600,0.005041,-0.006714,-0.010834
0.008650,0.006191,-0.000610,-0.004425
0.008700,0.005567,-0.001831,0.020447
0.008750,0.003183,0.016479,-0.003662
0.008800,-0.000184,0.006104,-0.020447
0.008850,-0.003282,0.009155,-0.035248
0.008900,-0.004975,0.018311,-0.032501
0.008950,-0.004824,0.004272,-0.036163
0.009000,-0.003277,-0.003052,0.042572
0.009050,-0.001372,0.010376,0.042114
0.009100,-0.000123,-0.002441,-0.005951
0.009150,-0.000012,0.006714,-0.026855
0.009200,-0.000881,0.004883,-0.005035
0.009250,-0.002233,-0.001221,0.009308
0.009300,-0.003654,-0.003662,0.003510
0.009350,-0.005029,-0.010376,-0.020142
0.009400,-0.006415,0.003662,-0.026855
0.009450,-0.007734,0.009155,-0.025940
0.009500,-0.008599,-0.010376,-0.005646
0.009550,-0.008469,-0.009766,0.004883
