t [s],u [deg],y [deg],i [A]
0.000000,0.000000,0.006104,-0.044556
0.000050,0.000000,-0.004272,-0.001526
0.000100,0.000000,-0.006714,-0.021820
0.000150,0.000000,0.010986,-0.006104
0.000200,0.000000,-0.001221,-0.005188
0.000250,0.000000,0.012207,-0.036011
0.000300,0.000000,0.022583,-0.001831
0.000350,0.000000,-0.006104,0.003815
0.000400,0.000000,-0.007935,-0.000610
0.000450,0.000000,0.004883,0.012665
0.000500,0.000000,-0.001221,-0.053558
0.000550,0.000000,-0.003052,-0.054474
0.000600,0.000000,-0.014038,0.016479
0.000650,0.000000,-0.011597,0.003662
0.000700,0.000000,0.000000,-0.033875
0.000750,0.000000,0.007324,-0.038605
0.000800,0.000000,-0.000610,-0.009918
0.000850,0.000000,0.003052,-0.021057
0.000900,0.000000,0.005493,-0.023193
0.000950,0.000000,-0.000610,-0.039520
0.001000,0.000000,0.008545,-0.012512
0.001050,0.000000,0.012207,0.004425
0.001100,0.000000,-0.003662,-0.010834
0.001150,0.000000,0.000000,-0.004425
0.001200,0.000000,0.006104,0.015564
0.001250,0.000000,-0.017090,-0.008087
0.001300,0.000000,0.007935,-0.000610
0.001350,0.000000,0.007324,-0.024109
0.001400,0.000000,0.003662,-0.007782
0.001450,0.000000,0.002441,-0.022583
0.001500,0.000000,0.007324,-0.039062
0.001550,0.000000,-0.014038,-0.000610
0.001600,0.000000,0.003052,0.002747
0.001650,0.000000,0.006104,-0.008087
0.001700,0.000000,0.002441,-0.007782
0.001750,0.000000,-0.007324,0.019073
0.001800,0.000000,0.011597,0.001221
0.001850,0.000000,0.006714,-0.025330
0.001900,0.000000,-0.003662,-0.002899
0.001950,0.000000,0.005493,-0.013733
0.002000,0.000000,-0.005493,-0.017853
0.002050,0.000000,0.009155,-0.007172
0.002100,0.000000,-0.009766,-0.004730
0.002150,0.000000,-0.001221,0.002441
0.002200,0.000000,0.012207,-0.018463
0.002250,0.000000,0.011597,-0.000916
0.002300,0.000000,-0.000610,-0.026245
0.002350,0.000000,0.004883,-0.018005
0.002400,0.000000,0.001221,-0.016479
0.002450,0.000000,-0.003052,-0.029449
0.002500,0.000000,-0.011597,-0.016632
0.002550,0.000000,-0.007324,-0.019073
0.002600,0.000000,-0.004272,-0.032806
0.002650,0.000000,-0.003052,-0.026703
0.002700,0.000000,-0.004272,-0.025787
0.002750,0.000000,0.006714,-0.018005
0.002800,0.000000,-0.004272,-0.000916
0.002850,0.000000,-0.001221,-0.037384
0.002900,0.000000,-0.004272,-0.016479
0.002950,0.000000,0.005493,-0.005646
0.003000,0.000000,0.007935,-0.020752
0.003050,0.000000,0.004883,-0.001984
0.003100,0.000000,-0.003662,-0.025635
0.003150,0.000000,0.007935,-0.019073
0.003200,0.000000,0.003052,-0.013580
0.003250,0.000000,0.000610,0.005493
0.003300,0.000000,0.004272,-0.021820
0.003350,0.000000,0.000610,-0.029602
0.003400,0.000000,-0.014648,-0.004272
0.003450,0.000000,0.009155,-0.007172
0.003500,0.000000,-0.000610,-0.006561
0.003550,0.000000,0.001221,-0.002136
0.003600,0.000000,0.007324,-0.003967
0.003650,0.000000,0.009155,-0.010223
0.003700,0.000000,0.000610,-0.025940
0.003750,0.000000,-0.007935,-0.013123
0.003800,0.000000,-0.000610,0.002747
0.003850,0.000000,0.006104,-0.013123
0.003900,0.000000,0.009155,-0.010529
0.003950,0.000000,-0.005493,-0.019836
0.004000,0.000000,-0.000610,0.003510
0.004050,0.000000,-0.003052,-0.012817
0.004100,0.000000,0.006714,0.007019
0.004150,0.000000,0.004272,-0.009003
0.004200,0.000000,-0.012817,0.000458
0.004250,0.000000,-0.010376,-0.022125
0.004300,0.000000,0.000000,-0.028534
0.004350,0.000000,0.001831,-0.008698
0.004400,0.000000,0.002441,-0.020142
0.004450,0.000000,-0.003662,-0.021515
0.004500,0.000000,-0.004272,-0.019531
0.004550,0.000000,0.003052,-0.034180
0.004600,0.000000,-0.017090,0.000763
0.004650,0.000000,0.003052,-0.006561
0.004700,0.000000,0.000000,-0.006866
0.004750,0.000000,-0.011597,-0.015259
0.004800,0.000000,-0.000610,-0.011749
0.004850,0.000000,0.003662,-0.019226
0.004900,0.000000,0.013428,-0.020142
0.004950,0.000000,0.008545,0.007019
0.005000,0.000000,-0.004883,-0.016174
0.005050,0.000000,0.007935,-0.017700
0.005100,0.000000,0.010376,-0.004120
0.005150,0.000000,0.000000,-0.010986
0.005200,0.000000,0.000610,-0.013428
0.005250,0.000000,0.006104,-0.010834
0.005300,0.000000,-0.001221,-0.015869
0.005350,0.000000,-0.003662,0.004883
0.005400,0.000000,0.004272,-0.009155
0.005450,0.000000,0.010376,-0.001526
0.005500,0.000000,0.000610,0.002747
0.005550,0.000000,0.007324,-0.000610
0.005600,0.000000,0.000610,-0.010681
0.005650,0.000000,0.004883,-0.014191
0.005700,0.000000,0.005493,0.000305
0.005750,0.000000,0.000610,-0.032043
0.005800,0.000000,0.000000,-0.002441
0.005850,0.000000,-0.000610,-0.021362
0.005900,0.000000,-0.006104,-0.007782
0.005950,0.000000,-0.006104,-0.016174
0.006000,0.000000,0.010376,0.008392
0.006050,0.000000,0.006714,-0.018463
0.006100,0.000000,-0.004883,-0.011597
0.006150,0.000000,-0.001831,-0.012512
0.006200,0.000000,-0.004272,0.002747
0.006250,0.000000,0.019531,-0.020599
0.006300,0.000000,0.010376,-0.010071
0.006350,0.000000,-0.006104,-0.004425
0.006400,0.000000,-0.001831,-0.002136
0.006450,0.000000,0.000000,-0.031891
0.006500,0.000000,0.000610,-0.001221
0.006550,0.000000,0.011597,0.019684
0.006600,0.000000,0.012207,-0.007629
0.006650,0.000000,0.000000,-0.015411
0.006700,0.000000,0.009766,-0.034332
0.006750,0.000000,-0.006104,-0.015564
0.006800,0.000000,-0.009766,-0.012360
0.006850,0.000000,0.010376,-0.009918
0.006900,0.000000,-0.001221,-0.007935
0.006950,0.000000,-0.015259,0.018311
0.007000,0.000000,0.007935,-0.004883
0.007050,0.000000,-0.002441,-0.037384
0.007100,0.000000,0.006104,0.006866
0.007150,0.000000,-0.001221,-0.007172
0.007200,0.000000,0.004883,0.002136
0.007250,0.000000,0.016479,-0.027771
0.007300,0.000000,0.000610,0.001984
0.007350,0.000000,-0.007935,0.007172
0.007400,0.000000,-0.001221,-0.023651
0.007450,0.000000,0.006714,-0.022278
0.007500,0.000000,-0.006714,-0.028381
0.007550,0.000000,-0.010986,-0.017395
0.007600,0.000000,-0.003052,0.018768
0.007650,0.000000,-0.006714,-0.028534
0.007700,0.000000,0.004883,0.010529
0.007750,0.000000,0.020142,-0.022125
0.007800,0.000000,0.007935,0.007172
0.007850,0.000000,-0.006104,-0.006104
0.007900,0.000000,-0.006104,0.000000
