t [s],u [deg],y [deg],i [A]
0.000000,0.000092,0.009155,-0.001526
0.000050,0.003235,-0.010376,0.000763
0.000100,0.005936,0.007324,-0.005646
0.000150,0.007304,-0.003052,-0.000916
0.000200,0.005654,-0.000610,0.015259
0.000250,0.000935,0.014648,-0.009918
0.000300,-0.004969,0.004272,-0.021210
0.000350,-0.009205,0.009155,-0.027466
0.000400,-0.009578,0.005493,-0.006104
0.000450,-0.005853,0.004272,0.007172
0.000500,0.000060,0.003052,-0.003662
0.000550,0.005195,-0.004272,0.026093
0.000600,0.007197,-0.001221,0.028229
0.000650,0.005526,-0.010376,0.014648
0.000700,0.001478,0.012207,0.012512
0.000750,-0.002849,-0.003662,-0.031281
0.000800,-0.005858,0.003662,-0.035706
0.000850,-0.007125,0.003662,-0.053101
0.000900,-0.007147,0.018311,-0.023651
0.000950,-0.006566,-0.002441,-0.014648
0.001000,-0.005597,-0.004272,-0.002136
0.001050,-0.004104,0.000000,-0.004272
0.001100,-0.002098,-0.006104,-0.012054
0.001150,-0.000087,-0.006714,-0.009613
0.001200,0.001150,-0.002441,-0.014648
0.001250,0.001222,0.004883,-0.006256
0.001300,0.000623,0.015259,-0.030365
0.001350,0.000541,0.000610,-0.034332
0.001400,0.002025,0.002441,-0.035248
0.001450,0.005102,0.003662,-0.006866
0.001500,0.008556,0.011597,-0.006866
0.001550,0.010613,0.004272,-0.009155
0.001600,0.010087,0.004883,0.019531
0.001650,0.007187,0.001831,0.013123
0.001700,0.003423,0.007324,-0.025940
0.001750,0.000682,0.022583,-0.032043
0.001800,0.000106,0.004272,-0.022888
0.001850,0.001503,0.015259,-0.010986
0.001900,0.003607,-0.002441,-0.011597
0.001950,0.004943,0.008545,0.000610
0.002000,0.004711,-0.007935,0.021667
0.002050,0.003174,0.014648,-0.007629
0.002100,0.001381,0.006104,-0.019226
0.002150,0.000467,0.003052,-0.018158
0.002200,0.000938,0.004272,-0.020752
0.002250,0.002331,0.010986,-0.027313
0.002300,0.003415,0.007935,-0.034485
0.002350,0.002838,-0.007935,-0.014343
0.002400,-0.000076,-0.001221,0.000000
0.002450,-0.004795,0.002441,-0.001221
0.002500,-0.009645,0.009155,-0.034485
0.002550,-0.012538,-0.002441,-0.019226
0.002600,-0.012051,0.007935,-0.037231
0.002650,-0.008270,-0.006104,-0.026245
0.002700,-0.002873,0.006104,0.023041
0.002750,0.001678,-0.013428,0.013885
0.002800,0.003421,-0.003662,0.016785
0.002850,0.001900,-0.003662,0.007782
0.002900,-0.001714,-0.004272,-0.015259
0.002950,-0.005449,-0.000610,-0.019531
0.003000,-0.007734,-0.005493,-0.037384
0.003050,-0.008186,0.001831,-0.042419
0.003100,-0.007498,0.004272,-0.037689
0.003150,-0.006595,0.003662,-0.019379
0.003200,-0.005775,-0.003662,-0.013428
0.003250,-0.004498,-0.004883,-0.012665
0.003300,-0.002010,-0.006104,-0.010376
0.003350,0.001740,-0.001221,-0.001678
0.003400,0.005655,0.003052,-0.010223
0.003450,0.007976,-0.001221,0.002594
0.003500,0.007453,0.001221,-0.015259
0.003550,0.004342,0.007324,-0.005188
0.003600,0.000452,0.003052,-0.028839
0.003650,-0.001907,0.009155,-0.039215
0.003700,-0.001433,0.011597,-0.023041
0.003750,0.001252,0.018311,-0.034180
0.003800,0.003943,-0.001831,0.004730
0.003850,0.004267,0.000000,0.014496
0.003900,0.001266,0.004883,0.002136
0.003950,-0.003918,0.014648,-0.007935
0.004000,-0.008700,-0.008545,-0.037537
0.004050,-0.010628,0.002441,-0.038605
0.004100,-0.008852,0.000610,-0.022888
0.004150,-0.004569,-0.009766,-0.017242
0.004200,-0.000212,-0.006104,0.007172
0.004250,0.002046,-0.003052,0.052490
0.004300,0.001514,0.000000,0.026703
0.004350,-0.000769,-0.006714,0.014648
0.004400,-0.002844,-0.008545,-0.027466
0.004450,-0.003116,0.006714,-0.025024
