t [s],u [deg],y [deg],i [A]
0.000000,-0.005145,-0.006104,0.008698
0.000050,-0.001712,-0.002441,-0.015106
0.000100,0.000153,-0.005493,-0.028534
0.000150,-0.000025,0.001221,0.012512
0.000200,-0.002185,-0.012207,0.001373
0.000250,-0.004519,0.009155,-0.027466
0.000300,-0.005235,0.000610,-0.019226
0.000350,-0.003577,0.005493,-0.008240
0.000400,-0.000278,0.005493,-0.021820
0.000450,0.002849,-0.005493,-0.004272
0.000500,0.003949,0.000610,-0.005493
0.000550,0.002214,0.003662,-0.001526
0.000600,-0.001638,-0.000610,-0.025635
0.000650,-0.005750,0.004883,-0.034332
0.000700,-0.008161,0.012817,-0.033112
0.000750,-0.007871,-0.002441,-0.014038
0.000800,-0.005330,0.000000,-0.028534
0.000850,-0.002094,0.003662,-0.019989
0.000900,0.000112,-0.007935,0.034485
0.000950,0.000350,-0.004883,0.004425
0.001000,-0.001100,-0.007324,-0.014343
0.001050,-0.003036,-0.004272,-0.004272
0.001100,-0.004098,0.001221,-0.037384
0.001150,-0.003543,0.006104,-0.025482
0.001200,-0.001566,0.005493,-0.022583
0.001250,0.000921,-0.006714,-0.001221
0.001300,0.002856,-0.004883,-0.011444
0.001350,0.003571,-0.006714,0.010529
0.001400,0.003013,-0.010376,0.004883
0.001450,0.001583,-0.005493,-0.016632
0.001500,-0.000229,0.003662,-0.029144
0.001550,-0.002153,-0.004272,-0.032349
0.001600,-0.004183,0.007324,-0.017853
0.001650,-0.006361,0.000000,-0.041504
0.001700,-0.008475,-0.007324,-0.019073
0.001750,-0.009946,-0.011597,-0.028229
0.001800,-0.010051,-0.001221,-0.015411
0.001850,-0.008406,0.005493,-0.016479
0.001900,-0.005427,0.001221,-0.001526
0.001950,-0.002381,-0.008545,0.010223
0.002000,-0.000879,-0.015259,-0.008087
0.002050,-0.002004,-0.001221,0.026245
0.002100,-0.005562,-0.007324,0.008240
0.002150,-0.009988,-0.001831,-0.034180
0.002200,-0.013048,-0.004883,-0.044556
0.002250,-0.013012,-0.001221,-0.031281
0.002300,-0.009616,-0.006104,-0.020447
0.002350,-0.004238,0.000610,-0.002594
0.002400,0.000851,-0.017700,0.019531
0.002450,0.003693,-0.004883,0.003052
0.002500,0.003597,-0.014648,0.001984
0.002550,0.001334,-0.019531,-0.026093
0.002600,-0.001481,-0.001831,-0.032196
0.002650,-0.003335,-0.003662,-0.037231
0.002700,-0.003546,-0.004883,-0.011139
0.002750,-0.002418,0.003052,-0.025177
0.002800,-0.000875,0.020142,-0.020447
0.002850,0.000095,-0.004883,0.024414
0.002900,-0.000109,-0.003052,0.009308
0.002950,-0.001528,0.002441,-0.012512
0.003000,-0.003684,0.009766,-0.001373
0.003050,-0.005781,-0.004272,-0.033875
0.003100,-0.006991,-0.010986,-0.007629
0.003150,-0.006784,-0.001221,-0.004730
0.003200,-0.005193,0.001221,-0.018768
0.003250,-0.002860,0.013428,-0.001373
0.003300,-0.000759,0.003052,0.005493
0.003350,0.000291,-0.017700,-0.012817
0.003400,0.000031,-0.016479,0.020905
0.003450,-0.001171,0.014038,-0.009918
0.003500,-0.002672,0.003052,-0.045013
