t [s],u [deg],y [deg],i [A]
0.000000,-0.002105,-0.001221,0.013580
0.000050,-0.000008,0.000000,-0.018921
0.000100,0.003683,0.001831,-0.001678
0.000150,0.005155,0.004272,-0.006714
0.000200,0.004547,-0.001221,0.022888
0.000250,0.002618,0.007324,0.013275
0.000300,0.000340,0.004272,0.000000
0.000350,-0.001632,-0.000610,-0.045319
0.000400,-0.003122,0.012207,-0.020752
0.000450,-0.004260,-0.000610,-0.007477
0.000500,-0.005150,0.003662,-0.010986
0.000550,-0.005681,0.001831,-0.020905
0.000600,-0.005628,0.005493,0.002747
0.000650,-0.004944,-0.017090,0.012817
0.000700,-0.003950,0.000000,-0.013733
0.000750,-0.003240,-0.009155,-0.024567
0.000800,-0.003302,-0.001221,-0.007629
0.000850,-0.004127,-0.006714,0.007324
0.000900,-0.005111,0.010376,-0.016479
0.000950,-0.005401,0.006714,-0.022278
0.001000,-0.004482,-0.006104,0.002594
0.001050,-0.002632,-0.004883,-0.019684
0.001100,-0.000883,0.001831,0.003357
0.001150,-0.000445,-0.005493,-0.002441
0.001200,-0.001910,-0.000610,0.004883
0.001250,-0.004755,-0.002441,-0.007935
0.001300,-0.007501,0.005493,-0.020599
0.001350,-0.008489,-0.000610,-0.037537
0.001400,-0.006833,-0.006104,-0.004120
0.001450,-0.002984,-0.004272,-0.025940
0.001500,0.001438,-0.005493,0.009613
0.001550,0.004458,-0.009155,0.004425
0.001600,0.004742,-0.010376,0.020294
0.001650,0.002261,-0.003662,0.001221
0.001700,-0.001722,0.004272,-0.021515
0.001750,-0.005273,0.009155,-0.045319
0.001800,-0.006675,0.000610,-0.035400
0.001850,-0.005178,0.010986,-0.009766
0.001900,-0.001285,0.001831,0.003967
0.001950,0.003490,0.009766,0.001373
0.002000,0.007258,-0.004883,0.029297
0.002050,0.008509,0.013428,0.032196
0.002100,0.006689,0.009155,0.002594
0.002150,0.002372,0.001831,0.000000
0.002200,-0.003012,0.007324,-0.034943
0.002250,-0.007771,0.004272,-0.039673
0.002300,-0.010592,0.015869,-0.057678
0.002350,-0.010980,0.007324,-0.027161
0.002400,-0.009330,0.008545,-0.024872
0.002450,-0.006671,0.005493,0.010986
0.002500,-0.004232,-0.001221,0.011597
0.002550,-0.002991,-0.005493,0.032501
0.002600,-0.003351,-0.009155,-0.010834
0.002650,-0.005014,-0.006714,-0.021515
0.002700,-0.007100,-0.015259,-0.009460
0.002750,-0.008508,0.002441,-0.027008
0.002800,-0.008423,0.001221,-0.044708
0.002850,-0.006760,-0.006714,-0.036316
0.002900,-0.004274,-0.010986,-0.015411
0.002950,-0.002226,0.001221,-0.016327
0.003000,-0.001695,-0.003662,-0.018311
0.003050,-0.002940,-0.011597,-0.015106
0.003100,-0.005200,-0.001831,-0.011749
0.003150,-0.007105,0.003662,-0.018768
0.003200,-0.007447,0.007324,-0.018005
0.003250,-0.005837,-0.016479,-0.021515
0.003300,-0.002828,0.013428,0.008850
0.003350,0.000516,0.000610,-0.006256
0.003400,0.003263,-0.007324,0.019226
0.003450,0.004994,-0.006104,0.005035
0.003500,0.005722,0.014648,0.012054
0.003550,0.005540,-0.004883,-0.006714
0.003600,0.004391,0.000610,-0.019073
0.003650,0.002221,-0.001221,-0.009613
0.003700,-0.000628,0.017090,-0.019073
0.003750,-0.003199,0.009155,-0.025635
0.003800,-0.004229,0.009155,-0.030518
0.003850,-0.002885,0.000610,0.003357
0.003900,0.000555,0.001831,0.013275
0.003950,0.004641,0.015259,-0.001526
0.004000,0.007464,-0.005493,-0.001221
0.004050,0.007710,-0.000610,0.024567
0.004100,0.005381,0.001831,0.013275
0.004150,0.001668,0.000000,-0.022278
0.004200,-0.001897,0.001831,-0.042877
0.004250,-0.004371,0.008545,-0.019531
0.004300,-0.005776,0.001831,-0.046387
0.004350,-0.006709,0.015869,-0.019836
0.004400,-0.007593,0.008545,-0.032654
0.004450,-0.008216,0.011597,0.001068
0.004500,-0.007936,0.000610,-0.015869
0.004550,-0.006336,-0.006714,0.007629
0.004600,-0.003765,-0.014648,0.023193
0.004650,-0.001279,-0.003052,-0.023346
0.004700,0.000005,-0.015259,0.011749
0.004750,-0.000371,-0.000610,-0.049744
0.004800,-0.001939,-0.005493,-0.011292
0.004850,-0.003684,-0.009155,-0.016937
0.004900,-0.004706,-0.021362,-0.006866
0.004950,-0.004678,-0.003052,-0.028839
0.005000,-0.003797,0.000610,-0.017700
0.005050,-0.002395,-0.008545,-0.004120
0.005100,-0.000644,0.008545,-0.017090
0.005150,0.001397,-0.000610,-0.020142
0.005200,0.003490,0.006104,-0.016785
0.005250,0.005058,-0.007324,-0.008392
0.005300,0.005429,0.004883,-0.006409
0.005350,0.004349,0.008545,-0.025177
0.005400,0.002339,0.008545,-0.032959
0.005450,0.000528,-0.004883,-0.006409
0.005500,-0.000001,-0.006104,0.001526
0.005550,0.001090,0.019531,-0.048065
0.005600,0.003168,0.006714,-0.025940
0.005650,0.005028,0.012207,0.001221
0.005700,0.005619,0.021362,-0.016174
0.005750,0.004572,-0.014038,0.027618
0.005800,0.002219,0.004272,-0.003662
0.005850,-0.000781,0.004272,-0.003815
0.005900,-0.003804,0.015259,-0.042419
0.005950,-0.006343,0.007324,0.012512
0.006000,-0.007892,0.001221,-0.005035
0.006050,-0.007950,-0.010986,-0.014038
0.006100,-0.006362,0.005493,-0.009766
0.006150,-0.003788,-0.002441,0.011292
0.006200,-0.001790,-0.019531,0.027161
0.006250,-0.002169,0.006714,-0.007629
0.006300,-0.005772,-0.001831,0.008240
0.006350,-0.011580,-0.002441,-0.028839
0.006400,-0.016884,-0.008545,-0.012207
0.006450,-0.018728,0.005493,-0.040131
0.006500,-0.015840,0.009766,-0.050049
0.006550,-0.009711,-0.015869,-0.011444
0.006600,-0.003931,-0.006714,0.014496
0.006650,-0.001982,-0.014648,0.035248
0.006700,-0.004873,-0.018311,0.053864
0.006750,-0.010239,-0.026855,0.040131
0.006800,-0.013687,-0.006104,-0.028687
0.006850,-0.011637,0.002441,-0.027771
0.006900,-0.003837,0.003052,-0.042267
0.006950,0.006175,-0.007324,0.000610
0.007000,0.013102,-0.004883,0.015869
0.007050,0.013164,0.004272,0.034637
0.007100,0.006521,-0.006104,-0.003510
0.007150,-0.002744,-0.007935,-0.054626
0.007200,-0.009117,0.019531,-0.072327
0.007250,-0.009012,0.007935,-0.063171
0.007300,-0.002882,0.002441,-0.037537
0.007350,0.005223,0.005493,0.009918
0.007400,0.010286,0.005493,0.031281
0.007450,0.009408,0.005493,0.018311
0.007500,0.003413,0.004272,0.015869
0.007550,-0.003913,0.000000,-0.000305
0.007600,-0.008321,0.006104,-0.032654
0.007650,-0.007653,0.009155,-0.031738
0.007700,-0.002897,0.017700,-0.018921
0.007750,0.002740,0.007324,0.013275
0.007800,0.005941,0.004272,0.026703
0.007850,0.005151,-0.001221,0.046234
0.007900,0.001113,-0.002441,0.006561
0.007950,-0.004026,0.003052,-0.004272
0.008000,-0.008210,0.000610,-0.049744
0.008050,-0.010543,0.010986,-0.054169
0.008100,-0.011328,0.010376,-0.014343
0.008150,-0.011334,0.004883,-0.014648
0.008200,-0.010999,0.000610,0.010529
0.008250,-0.010189,-0.004272,0.006866
0.008300,-0.008580,-0.009155,0.005646
0.008350,-0.006205,-0.010376,-0.013428
0.008400,-0.003649,0.003662,-0.002136
0.008450,-0.001690,-0.024414,0.024261
0.008500,-0.000732,-0.010376,0.009155
0.008550,-0.000534,-0.017090,-0.006409
0.008600,-0.000478,-0.009155,-0.001221
0.008650,-0.000179,0.003052,-0.000763
0.008700,0.000114,0.010986,-0.012665
0.008750,-0.000313,0.003052,0.000305
0.008800,-0.001987,0.000610,-0.014038
0.008850,-0.004627,-0.001221,-0.019379
0.008900,-0.007100,-0.000610,-0.023804
0.008950,-0.008039,0.007324,-0.022125
0.009000,-0.006734,-0.010376,-0.004120
0.009050,-0.003616,-0.004883,0.000763
0.009100,-0.000005,0.002441,0.018005
0.009150,0.002702,-0.007935,0.015106
0.009200,0.003795,0.008545,-0.001526
0.009250,0.003456,-0.001831,0.007324
0.009300,0.002319,-0.006104,-0.020752
0.009350,0.000857,0.017700,-0.029755
0.009400,-0.000889,0.011597,-0.017395
0.009450,-0.003011,0.001221,-0.010986
0.009500,-0.005201,0.012817,-0.031128
0.009550,-0.006545,0.004883,-0.018921
0.009600,-0.005968,-0.002441,-0.010529
0.009650,-0.003106,-0.001831,0.010376
0.009700,0.001074,0.004883,0.003815
0.009750,0.004470,0.001221,0.020599
0.009800,0.004928,0.000610,0.028839
0.009850,0.001577,-0.005493,-0.000763
0.009900,-0.004448,-0.004883,-0.020447
0.009950,-0.010432,0.009766,-0.024719
0.010000,-0.013502,0.000610,-0.044861
0.010050,-0.012218,0.003662,-0.039825
0.010100,-0.007382,0.004272,-0.018311
0.010150,-0.001600,-0.003052,0.002899
0.010200,0.002178,-0.003662,0.026093
0.010250,0.002263,-0.011597,0.007629
0.010300,-0.000914,-0.006104,-0.001373
0.010350,-0.005158,0.004883,0.007019
0.010400,-0.007845,0.006714,-0.026398
0.010450,-0.007442,0.000000,-0.024719
0.010500,-0.004346,0.007935,-0.019379
0.010550,-0.000582,0.000000,0.000763
0.010600,0.001445,0.003662,-0.001221
0.010650,0.000396,-0.009155,0.025024
0.010700,-0.003213,0.003052,0.002899
0.010750,-0.007330,0.004272,-0.005341
0.010800,-0.009589,-0.010986,-0.001373
0.010850,-0.008699,-0.006714,-0.034637
0.010900,-0.005156,0.000610,-0.023041
0.010950,-0.000892,0.003052,0.003204
0.011000,0.001876,0.000610,-0.002136
0.011050,0.001879,-0.001221,0.023956
0.011100,-0.000610,-0.005493,-0.013123
0.011150,-0.004081,0.007324,-0.007172
0.011200,-0.006692,0.003662,-0.017090
0.011250,-0.007215,0.004272,-0.056305
0.011300,-0.005519,0.004272,-0.007782
0.011350,-0.002493,0.007324,-0.006714
0.011400,0.000435,-0.004883,0.007782
0.011450,0.001903,-0.001831,0.030365
0.011500,0.001146,0.001221,0.017395
0.011550,-0.001642,0.006104,0.019379
0.011600,-0.005257,0.003662,-0.007782
0.011650,-0.007888,-0.001221,-0.021515
0.011700,-0.007980,-0.002441,-0.032654
0.011750,-0.005212,-0.007935,-0.004120
0.011800,-0.001006,0.000000,-0.007172
0.011850,0.001939,0.002441,-0.006409
0.011900,0.001076,-0.014648,0.021515
0.011950,-0.004342,-0.010376,-0.004730
0.012000,-0.012441,-0.002441,-0.027161
0.012050,-0.019430,-0.009155,-0.056610
0.012100,-0.021576,0.013428,-0.032959
0.012150,-0.017327,-0.010986,-0.041351
0.012200,-0.008283,-0.009766,-0.014496
0.012250,0.001622,-0.001831,0.028229
0.012300,0.008231,-0.006104,0.034943
0.012350,0.009302,-0.014038,0.043793
0.012400,0.005449,0.002441,0.023499
0.012450,-0.000520,-0.000610,-0.028687
0.012500,-0.005291,-0.001831,-0.053711
0.012550,-0.006698,0.006104,-0.045624
0.012600,-0.004505,0.009155,-0.029755
0.012650,-0.000137,0.007935,0.009918
0.012700,0.004222,0.016479,0.025482
0.012750,0.006595,-0.004272,0.012360
0.012800,0.005866,0.003052,0.009918
0.012850,0.002060,0.015869,-0.013733
0.012900,-0.003699,-0.004272,-0.030212
0.012950,-0.009521,0.015259,-0.035400
0.013000,-0.013401,0.003052,-0.037842
0.013050,-0.014032,0.015259,-0.008545
0.013100,-0.011467,-0.004883,-0.004272
0.013150,-0.007187,-0.002441,-0.002441
0.013200,-0.003426,0.004883,0.013123
0.013250,-0.002000,-0.011597,0.035553
0.013300,-0.003316,-0.018921,0.009918
0.013350,-0.006164,-0.006104,-0.002747
0.013400,-0.008482,-0.010986,-0.001068
0.013450,-0.008645,-0.002441,-0.039368
0.013500,-0.006470,-0.010376,-0.007172
0.013550,-0.003316,0.004883,-0.014801
0.013600,-0.001201,-0.022583,0.042267
0.013650,-0.001526,-0.001831,-0.002441
0.013700,-0.004223,-0.017700,-0.024414
0.013750,-0.007852,0.004272,-0.029755
0.013800,-0.010548,0.012207,-0.013885
0.013850,-0.011153,-0.018921,-0.001068
0.013900,-0.009802,-0.010986,0.026550
0.013950,-0.007625,0.001221,-0.044861
0.014000,-0.005850,0.007324,-0.016022
0.014050,-0.004983,-0.013428,0.003510
0.014100,-0.004619,-0.008545,0.024109
0.014150,-0.003956,-0.012207,-0.018463
0.014200,-0.002570,-0.015869,-0.025635
0.014250,-0.000845,0.000000,-0.017700
0.014300,0.000283,0.006104,-0.011749
0.014350,0.000051,0.000000,-0.014801
0.014400,-0.001475,0.012817,-0.013428
0.014450,-0.003331,0.000000,-0.015259
0.014500,-0.004225,-0.005493,-0.019226
0.014550,-0.003386,-0.001831,-0.004578
0.014600,-0.001093,0.010376,-0.047760
0.014650,0.001431,-0.001831,0.006561
0.014700,0.002705,0.002441,0.013428
0.014750,0.001797,-0.012817,-0.013885
0.014800,-0.001215,-0.001831,0.013885
0.014850,-0.005327,-0.001221,-0.031586
0.014900,-0.009128,0.005493,-0.040894
0.014950,-0.011399,0.018921,-0.040283
0.015000,-0.011546,-0.003662,-0.006561
0.015050,-0.009722,0.001221,-0.036316
0.015100,-0.006725,-0.012817,0.025024
0.015150,-0.003735,0.006104,0.018616
0.015200,-0.001955,-0.014038,0.011597
0.015250,-0.002184,-0.009766,0.015717
0.015300,-0.004429,-0.005493,0.006561
0.015350,-0.007766,-0.002441,0.005188
0.015400,-0.010615,0.000610,-0.034027
0.015450,-0.011437,-0.003662,0.001373
0.015500,-0.009546,0.006714,-0.019989
0.015550,-0.005581,-0.009155,-0.017548
0.015600,-0.001296,-0.012817,-0.004272
0.015650,0.001307,0.000000,0.006561
0.015700,0.001028,-0.000610,0.015259
0.015750,-0.001895,-0.011597,-0.001678
0.015800,-0.005960,-0.003052,-0.041656
0.015850,-0.009273,-0.004272,-0.010376
0.015900,-0.010567,0.005493,-0.059662
0.015950,-0.009762,0.004883,-0.023041
0.016000,-0.007783,-0.001221,0.004272
0.016050,-0.005828,-0.006714,-0.013123
