t [s],u [deg],y [deg],i [A],Finished_late
0.004050,-0.001432,-0.005493,0.010376,0.000000
0.004100,-0.002613,0.009155,-0.023499,0.000000
0.004150,-0.003760,-0.010986,-0.021515,0.000000
0.004200,-0.004339,0.003052,-0.029755,0.000000
0.004250,-0.004092,-0.000610,-0.011597,0.000000
0.004300,-0.003083,0.004272,-0.010681,0.000000
0.004350,-0.001608,0.000000,0.001221,0.000000
0.004400,-0.000217,-0.001831,0.001068,0.000000
0.004450,0.000387,-0.006714,-0.004578,0.000000
0.004500,-0.000307,0.003662,-0.033112,0.000000
0.004550,-0.002299,-0.009766,-0.005341,0.000000
0.004600,-0.005010,0.010986,-0.018005,0.000000
0.004650,-0.007488,0.014038,-0.028076,0.000000
0.004700,-0.008682,-0.007935,-0.022736,0.000000
0.004750,-0.007831,-0.001221,-0.002899,0.000000
0.004800,-0.004963,-0.004883,0.008545,0.000000
0.004850,-0.001045,-0.004883,-0.014191,0.000000
0.004900,0.002411,0.000000,0.015106,0.000000
0.004950,0.004070,0.001221,0.014648,0.000000
0.005000,0.003482,-0.001831,0.022583,0.000000
0.005050,0.001304,0.006104,-0.020142,0.000000
0.005100,-0.001141,0.004883,-0.020752,0.000000
0.005150,-0.002576,0.024414,-0.027313,0.000000
0.005200,-0.002383,0.006104,-0.017548,0.000000
0.005250,-0.000886,0.009155,-0.021515,0.000000
0.005300,0.000889,-0.006714,-0.027313,0.000000
0.005350,0.001866,0.006714,0.008240,0.000000
0.005400,0.001504,-0.005493,0.012970,0.000000
0.005450,0.000001,0.001831,-0.017242,0.000000
0.005500,-0.001904,-0.001221,-0.023041,0.000000
0.005550,-0.003434,-0.004883,-0.016785,0.000000
0.005600,-0.004134,0.004272,-0.004883,0.000000
0.005650,-0.003884,0.003052,-0.015411,0.000000
0.005700,-0.002773,0.020752,-0.023804,0.000000
0.005750,-0.000912,-0.001831,-0.010986,0.000000
0.005800,0.001530,-0.004883,0.014648,0.000000
0.005850,0.004072,-0.005493,-0.008698,0.000000
0.005900,0.005812,0.000000,-0.008087,0.000000
0.005950,0.005721,0.003052,0.006409,0.000000
0.006000,0.003216,0.008545,0.001984,0.000000
0.006050,-0.001286,0.006104,-0.014343,0.000000
0.006100,-0.006287,0.005493,-0.025482,0.000000
0.006150,-0.009828,-0.001831,-0.034943,0.000000
0.006200,-0.010469,0.005493,-0.038757,0.000000
0.006250,-0.007996,0.003052,-0.050354,0.000000
0.006300,-0.003507,-0.011597,-0.015106,0.000000
0.006350,0.001056,-0.004272,0.008698,0.000000
0.006400,0.003802,0.001221,0.013428,0.000000
0.006450,0.003839,0.017700,0.018616,0.000000
0.006500,0.001619,-0.003052,-0.019379,0.000000
0.006550,-0.001482,0.000610,-0.018616,0.000000
0.006600,-0.003926,-0.000610,-0.024872,0.000000
0.006650,-0.004736,-0.007324,-0.027161,0.000000
0.006700,-0.003913,0.016479,-0.024261,0.000000
0.006750,-0.002319,0.010376,-0.001831,0.000000
0.006800,-0.001066,-0.000610,-0.026245,0.000000
0.006850,-0.000804,-0.005493,-0.011749,0.000000
0.006900,-0.001481,-0.007935,0.004120,0.000000
0.006950,-0.002653,0.000610,0.000763,0.000000
0.007000,-0.003790,-0.006714,-0.011902,0.000000
0.007050,-0.004409,-0.001831,-0.005951,0.000000
0.007100,-0.004305,-0.003662,-0.022583,0.000000
0.007150,-0.003710,0.004883,-0.014191,0.000000
0.007200,-0.003063,-0.014038,0.001984,0.000000
0.007250,-0.002737,-0.007324,-0.003510,0.000000
0.007300,-0.003013,-0.006714,0.019379,0.000000
0.007350,-0.004061,-0.005493,-0.004883,0.000000
0.007400,-0.005839,-0.009766,-0.023346,0.000000
0.007450,-0.007985,-0.006104,-0.023804,0.000000
0.007500,-0.009759,0.004883,-0.016174,0.000000
0.007550,-0.010210,0.003662,-0.020294,0.000000
0.007600,-0.008654,-0.001221,-0.016479,0.000000
0.007650,-0.005147,-0.006714,-0.002594,0.000000
0.007700,-0.000682,0.004272,0.012817,0.000000
0.007750,0.003083,0.006104,0.001678,0.000000
0.007800,0.004563,-0.007324,-0.005798,0.000000
0.007850,0.003100,0.001221,0.005951,0.000000
0.007900,-0.000644,-0.009155,-0.012817,0.000000
0.007950,-0.004958,0.004883,-0.046997,0.000000
0.008000,-0.007902,-0.011597,-0.027313,0.000000
0.008050,-0.008361,0.007324,-0.025940,0.000000
0.008100,-0.006576,0.003052,-0.007935,0.000000
0.008150,-0.003793,0.007324,-0.019226,0.000000
0.008200,-0.001411,0.000610,0.024872,0.000000
0.008250,-0.000207,-0.008545,0.008087,0.000000
0.008300,-0.000067,0.004272,-0.006409,0.000000
0.008350,-0.000348,-0.010376,0.005951,0.000000
0.008400,-0.000519,0.002441,-0.019073,0.000000
0.008450,-0.000606,0.008545,-0.018616,0.000000
0.008500,-0.001126,0.005493,-0.007477,0.000000
0.008550,-0.002532,-0.004272,-0.016174,0.000000
0.008600,-0.004712,0.001831,-0.001678,0.000000
0.008650,-0.006881,0.000610,-0.042572,0.000000
0.008700,-0.007945,-0.001831,-0.003357,0.000000
0.008750,-0.007172,-0.010376,-0.009613,0.000000
0.008800,-0.004800,-0.001221,-0.024719,0.000000
0.008850,-0.002079,-0.001221,-0.011139,0.000000
0.008900,-0.000551,0.006104,0.006256,0.000000
0.008950,-0.001026,-0.018311,0.022583,0.000000
0.009000,-0.003093,0.001221,-0.006409,0.000000
0.009050,-0.005401,-0.001221,-0.040131,0.000000
0.009100,-0.006412,0.006104,-0.038452,0.000000
0.009150,-0.005306,-0.005493,-0.032043,0.000000
0.009200,-0.002489,-0.009155,-0.034943,0.000000
0.009250,0.000707,0.009766,-0.021057,0.000000
0.009300,0.002859,0.003662,-0.004578,0.000000
0.009350,0.003285,0.005493,0.027008,0.000000
0.009400,0.002345,-0.009766,0.014343,0.000000
0.009450,0.001090,0.000000,-0.027008,0.000000
0.009500,0.000597,0.020142,-0.014648,0.000000
0.009550,0.001359,0.011597,-0.023651,0.000000
0.009600,0.003025,-0.007935,-0.021515,0.000000
0.009650,0.004599,0.003662,-0.002289,0.000000
0.009700,0.005015,0.008545,-0.012665,0.000000
0.009750,0.003706,0.000610,-0.016785,0.000000
0.009800,0.000783,-0.008545,0.005798,0.000000
0.009850,-0.003141,0.010986,-0.022888,0.000000
0.009900,-0.007187,-0.006714,-0.037231,0.000000
0.009950,-0.010385,0.002441,-0.036469,0.000000
0.010000,-0.011822,-0.007324,-0.021820,0.000000
0.010050,-0.010862,0.003662,-0.019226,0.000000
0.010100,-0.007445,-0.010986,-0.007172,0.000000
0.010150,-0.002360,-0.007935,0.018616,0.000000
0.010200,0.002735,-0.009155,0.008240,0.000000
0.010250,0.005870,0.002441,0.020752,0.000000
0.010300,0.005739,-0.023804,0.013123,0.000000
0.010350,0.002412,-0.004883,-0.010986,0.000000
0.010400,-0.002686,0.011597,-0.018463,0.000000
0.010450,-0.007343,0.000000,-0.022125,0.000000
0.010500,-0.009535,-0.012207,-0.041199,0.000000
0.010550,-0.008564,0.004272,-0.018463,0.000000
0.010600,-0.005458,-0.013428,-0.009308,0.000000
0.010650,-0.002182,-0.001221,0.010681,0.000000
0.010700,-0.000385,0.007935,0.048370,0.000000
0.010750,-0.000585,0.000000,0.018768,0.000000
0.010800,-0.002044,0.006104,-0.004578,0.000000
0.010850,-0.003307,-0.000610,-0.004120,0.000000
0.010900,-0.003267,-0.021973,-0.006561,0.000000
0.010950,-0.001986,-0.008545,-0.009460,0.000000
0.011000,-0.000495,-0.004883,-0.003815,0.000000
0.011050,0.000122,0.012817,-0.007477,0.000000
0.011100,-0.000532,0.013428,0.011292,0.000000
0.011150,-0.001964,0.007324,-0.015717,0.000000
0.011200,-0.003113,0.000610,0.001068,0.000000
0.011250,-0.003089,-0.012817,-0.020905,0.000000
0.011300,-0.001833,-0.003662,-0.015717,0.000000
0.011350,-0.000210,0.020752,-0.003510,0.000000
0.011400,0.000549,-0.001221,-0.001678,0.000000
0.011450,-0.000292,0.007935,-0.023193,0.000000
0.011500,-0.002462,0.006714,0.016632,0.000000
0.011550,-0.004873,-0.002441,-0.005035,0.000000
0.011600,-0.006315,0.007324,-0.030060,0.000000
0.011650,-0.006181,0.012207,-0.031586,0.000000
0.011700,-0.004864,-0.013428,-0.012512,0.000000
0.011750,-0.003454,-0.000610,0.000763,0.000000
0.011800,-0.002891,-0.004272,0.009308,0.000000
0.011850,-0.003329,0.003052,-0.004883,0.000000
0.011900,-0.004136,-0.003662,-0.017700,0.000000
0.011950,-0.004332,-0.010376,-0.024719,0.000000
0.012000,-0.003200,-0.011597,-0.006866,0.000000
0.012050,-0.000756,-0.005493,-0.032196,0.000000
0.012100,0.002170,0.004883,0.000000,0.000000
0.012150,0.004324,0.004272,-0.004578,0.000000
0.012200,0.004816,0.002441,-0.006409,0.000000
0.012250,0.003665,-0.006714,-0.012817,0.000000
0.012300,0.001582,0.006714,-0.000458,0.000000
0.012350,-0.000586,0.000000,-0.027924,0.000000
0.012400,-0.002188,0.017090,-0.023041,0.000000
0.012450,-0.002874,-0.004883,-0.012817,0.000000
0.012500,-0.002541,0.012207,-0.006714,0.000000
0.012550,-0.001192,-0.004272,0.007172,0.000000
0.012600,0.001131,-0.002441,-0.011292,0.000000
0.012650,0.004134,0.002441,-0.005798,0.000000
0.012700,0.006998,-0.001831,-0.005341,0.000000
0.012750,0.008535,0.000000,-0.016632,0.000000
0.012800,0.007743,0.012817,-0.015411,0.000000
0.012850,0.004338,0.004883,0.005646,0.000000
0.012900,-0.000889,0.000000,-0.020752,0.000000
0.012950,-0.006114,0.004883,-0.046997,0.000000
0.013000,-0.009148,0.003052,-0.046387,0.000000
0.013050,-0.008603,0.006714,-0.019989,0.000000
0.013100,-0.004811,-0.002441,-0.016327,0.000000
0.013150,0.000278,-0.013428,0.008240,0.000000
0.013200,0.004131,-0.001831,0.009308,0.000000
0.013250,0.004933,0.004883,0.027466,0.000000
0.013300,0.002498,0.009766,0.011139,0.000000
0.013350,-0.001698,0.015259,-0.008545,0.000000
0.013400,-0.005411,-0.002441,-0.048065,0.000000
0.013450,-0.006994,0.009155,-0.016785,0.000000
0.013500,-0.006341,-0.001221,-0.033112,0.000000
0.013550,-0.004676,0.015259,-0.026855,0.000000
0.013600,-0.003492,-0.010376,-0.005798,0.000000
0.013650,-0.003630,-0.012207,0.014038,0.000000
0.013700,-0.004936,0.003662,0.014191,0.000000
0.013750,-0.006478,-0.007935,0.001678,0.000000
0.013800,-0.007298,-0.001831,-0.016785,0.000000
0.013850,-0.007076,0.009155,0.002136,0.000000
0.013900,-0.006190,-0.000610,-0.002136,0.000000
0.013950,-0.005277,0.002441,-0.032654,0.000000
0.014000,-0.004665,-0.002441,-0.000916,0.000000
0.014050,-0.004126,-0.003662,-0.018768,0.000000
0.014100,-0.003132,-0.006104,-0.007782,0.000000
0.014150,-0.001337,0.004883,-0.023651,0.000000
0.014200,0.000967,0.005493,-0.011902,0.000000
0.014250,0.002816,0.004272,0.010986,0.000000
0.014300,0.003288,-0.011597,-0.004578,0.000000
0.014350,0.002220,-0.008545,-0.002289,0.000000
0.014400,0.000237,-0.006714,-0.006714,0.000000
0.014450,-0.001670,-0.014038,-0.032654,0.000000
0.014500,-0.002652,-0.006104,-0.033722,0.000000
0.014550,-0.002463,-0.000610,-0.014801,0.000000
0.014600,-0.001616,0.009766,-0.008698,0.000000
0.014650,-0.001012,-0.011597,0.018921,0.000000
0.014700,-0.001228,0.003662,0.011292,0.000000
0.014750,-0.002115,-0.009155,-0.019531,0.000000
0.014800,-0.003035,-0.000610,-0.011292,0.000000
0.014850,-0.003372,-0.003662,-0.003052,0.000000
0.014900,-0.002969,-0.001831,-0.005188,0.000000
0.014950,-0.002188,0.001831,-0.007935,0.000000
0.015000,-0.001531,-0.002441,0.000458,0.000000
0.015050,-0.001241,-0.005493,-0.007172,0.000000
0.015100,-0.001143,-0.004883,-0.017700,0.000000
0.015150,-0.000815,-0.004883,-0.006866,0.000000
0.015200,0.000005,0.001831,-0.013275,0.000000
0.015250,0.001134,-0.002441,-0.000458,0.000000
0.015300,0.001989,0.015259,-0.020142,0.000000
0.015350,0.001870,-0.003662,0.012817,0.000000
0.015400,0.000422,0.010376,0.010223,0.000000
0.015450,-0.002041,0.009766,-0.026703,0.000000
0.015500,-0.004632,0.012207,-0.018921,0.000000
0.015550,-0.006396,0.001831,-0.020905,0.000000
0.015600,-0.006940,0.000610,-0.039673,0.000000
0.015650,-0.006626,-0.001221,-0.035248,0.000000
0.015700,-0.006148,0.000610,0.006409,0.000000
0.015750,-0.005933,-0.000610,0.005493,0.000000
0.015800,-0.005876,0.006104,-0.006714,0.000000
0.015850,-0.005480,-0.001221,-0.007019,0.000000
0.015900,-0.004287,0.004272,-0.005646,0.000000
0.015950,-0.002374,0.000610,-0.007935,0.000000
0.016000,-0.000540,-0.006104,-0.005341,0.000000
0.016050,0.000141,-0.004272,-0.004578,0.000000
0.016100,-0.000903,0.012817,-0.005188,0.000000
0.016150,-0.003316,0.003662,-0.007782,0.000000
0.016200,-0.005988,-0.012207,-0.009155,0.000000
0.016250,-0.007683,-0.006714,-0.008698,0.000000
0.016300,-0.007870,-0.006104,-0.024719,0.000000
0.016350,-0.007037,-0.001221,0.004730,0.000000
0.016400,-0.006113,-0.014038,0.010071,0.000000
0.016450,-0.005597,-0.001221,-0.005341,0.000000
0.016500,-0.005151,0.001831,-0.010223,0.000000
0.016550,-0.003828,0.003662,-0.012970,0.000000
0.016600,-0.000815,-0.003662,0.004425,0.000000
0.016650,0.003730,-0.001221,-0.002899,0.000000
0.016700,0.008472,-0.003662,-0.019989,0.000000
0.016750,0.011539,0.014038,-0.013428,0.000000
0.016800,0.011571,-0.010376,-0.001831,0.000000
0.016850,0.008583,-0.007935,-0.022278,0.000000
0.016900,0.004051,0.011597,-0.035095,0.000000
0.016950,0.000080,0.000610,-0.045776,0.000000
0.017000,-0.001827,0.023804,-0.027618,0.000000
0.017050,-0.001510,0.009766,-0.029602,0.000000
0.017100,-0.000013,0.015869,-0.029144,0.000000
0.017150,0.001239,0.020142,0.017700,0.000000
0.017200,0.001389,0.012207,-0.009155,0.000000
0.017250,0.000619,-0.003662,-0.002594,0.000000
0.017300,-0.000189,-0.006714,-0.000916,0.000000
0.017350,-0.000225,0.010986,-0.010223,0.000000
0.017400,0.000582,0.009766,-0.027161,0.000000
0.017450,0.001477,-0.003662,-0.012207,0.000000
0.017500,0.001426,0.006714,-0.010223,0.000000
0.017550,-0.000173,0.007324,-0.004730,0.000000
0.017600,-0.003041,-0.004272,0.004883,0.000000
0.017650,-0.006137,0.009766,-0.036011,0.000000
0.017700,-0.008278,0.010986,-0.024567,0.000000
0.017750,-0.008765,-0.007935,-0.017090,0.000000
0.017800,-0.007724,-0.002441,-0.014038,0.000000
0.017850,-0.006009,-0.007324,-0.017853,0.000000
0.017900,-0.004665,0.012207,0.002747,0.000000
0.017950,-0.004300,-0.016479,-0.002289,0.000000
0.018000,-0.004828,-0.007324,0.007477,0.000000
0.018050,-0.005728,-0.003052,-0.014496,0.000000
0.018100,-0.006492,0.002441,-0.016632,0.000000
0.018150,-0.006890,-0.012207,0.000000,0.000000
0.018200,-0.007017,-0.003052,-0.006256,0.000000
0.018250,-0.007116,-0.007324,0.001831,0.000000
0.018300,-0.007145,0.009155,-0.011139,0.000000
0.018350,-0.006626,-0.003052,-0.006409,0.000000
0.018400,-0.005051,-0.003052,-0.006866,0.000000
0.018450,-0.002371,-0.003662,0.002747,0.000000
0.018500,0.000850,0.000000,-0.015259,0.000000
0.018550,0.003611,-0.007935,0.008240,0.000000
0.018600,0.004902,-0.004272,0.027771,0.000000
0.018650,0.004264,-0.009766,0.013428,0.000000
0.018700,0.002041,0.015869,-0.022888,0.000000
0.018750,-0.000924,0.005493,-0.005188,0.000000
0.018800,-0.003785,0.003052,-0.034790,0.000000
0.018850,-0.006005,0.007324,-0.004272,0.000000
0.018900,-0.007283,-0.003052,-0.032959,0.000000
0.018950,-0.007340,0.001831,-0.039062,0.000000
0.019000,-0.005835,0.011597,-0.005951,0.000000
0.019050,-0.002604,-0.007935,-0.006104,0.000000
0.019100,0.001854,0.014648,0.004578,0.000000
0.019150,0.006123,-0.006714,0.006714,0.000000
0.019200,0.008238,-0.010376,0.027466,0.000000
0.019250,0.006627,0.000000,0.001373,0.000000
0.019300,0.001144,0.007324,-0.003967,0.000000
0.019350,-0.006533,0.004883,-0.024719,0.000000
0.019400,-0.013514,0.003662,-0.041046,0.000000
0.019450,-0.017039,0.024414,-0.048828,0.000000
0.019500,-0.015901,0.007935,-0.021515,0.000000
0.019550,-0.011094,0.014648,-0.003662,0.000000
0.019600,-0.005181,-0.009155,0.008240,0.000000
0.019650,-0.000843,-0.018311,0.047455,0.000000
0.019700,0.000501,-0.000610,0.017548,0.000000
0.019750,-0.000800,-0.014038,0.004272,0.000000
0.019800,-0.003209,-0.001221,-0.024872,1.000000
0.019850,-0.005062,0.001221,-0.040283,0.000000
0.019900,-0.005429,-0.006714,-0.019836,0.000000
0.019950,-0.004498,-0.014648,-0.013123,0.000000
0.020000,-0.003293,-0.003052,-0.027466,0.000000
0.020050,-0.002795,-0.002441,-0.017853,0.000000
0.020100,-0.003224,0.008545,0.009460,0.000000
0.020150,-0.004029,-0.012817,-0.001373,0.000000
0.020200,-0.004365,-0.013428,-0.034485,0.000000
0.020250,-0.003623,0.001221,-0.025787,0.000000
0.020300,-0.001846,0.000000,-0.017242,0.000000
0.020350,0.000208,-0.004272,-0.002136,0.000000
0.020400,0.001508,0.008545,-0.009308,0.000000
0.020450,0.001369,-0.003052,-0.009460,0.000000
0.020500,-0.000208,-0.007324,0.005493,0.000000
0.020550,-0.002584,-0.006104,-0.028076,0.000000
0.020600,-0.004847,-0.006104,-0.031281,0.000000
0.020650,-0.006204,0.000000,-0.026550,0.000000
0.020700,-0.006254,-0.006714,-0.027008,0.000000
0.020750,-0.005146,0.001221,0.010986,0.000000
0.020800,-0.003440,0.004272,-0.011444,0.000000
0.020850,-0.001688,-0.003662,-0.000305,0.000000
0.020900,-0.000238,0.016479,0.000763,0.000000
0.020950,0.000698,-0.001831,0.008240,0.000000
0.021000,0.000984,0.000000,-0.010071,0.000000
0.021050,0.000572,-0.009155,-0.004578,0.000000
0.021100,-0.000533,-0.000610,-0.015106,0.000000
0.021150,-0.002309,-0.001221,-0.015564,0.000000
0.021200,-0.004561,-0.006714,-0.029449,0.000000
0.021250,-0.006776,0.006104,-0.018768,0.000000
0.021300,-0.008311,0.000610,-0.001373,0.000000
0.021350,-0.008692,-0.004883,-0.025330,0.000000
0.021400,-0.007715,0.003052,-0.012665,0.000000
0.021450,-0.005474,-0.017700,-0.007629,0.000000
0.021500,-0.002419,-0.002441,0.003357,0.000000
0.021550,0.000608,0.007935,0.017090,0.000000
0.021600,0.002449,0.001831,0.009766,0.000000
0.021650,0.001982,-0.011597,0.002441,0.000000
0.021700,-0.001334,-0.023804,-0.023651,0.000000
0.021750,-0.006951,0.015259,-0.024109,0.000000
0.021800,-0.013126,0.014648,-0.026398,0.000000
0.021850,-0.017498,-0.014648,-0.028687,0.000000
0.021900,-0.018136,-0.003052,-0.045013,0.000000
0.021950,-0.014480,0.001831,-0.015259,0.000000
0.022000,-0.007665,-0.013428,-0.005493,0.000000
0.022050,-0.000106,-0.012207,0.028839,0.000000
0.022100,0.005543,-0.000610,0.055695,0.000000
0.022150,0.007607,-0.020142,0.038147,0.000000
0.022200,0.006185,-0.013428,0.013733,0.000000
0.022250,0.002943,-0.013428,-0.014954,0.000000
0.022300,-0.000027,0.001831,-0.037537,0.000000
0.022350,-0.001307,0.001221,-0.055084,0.000000
0.022400,-0.000652,0.001831,-0.038147,0.000000
0.022450,0.001027,0.007324,0.007019,0.000000
0.022500,0.002224,-0.003662,0.010071,0.000000
0.022550,0.001810,0.009766,0.001831,0.000000
0.022600,-0.000198,-0.005493,-0.000610,0.000000
0.022650,-0.002690,-0.005493,-0.014191,0.000000
0.022700,-0.004159,0.001831,-0.036163,0.000000
0.022750,-0.003460,0.009155,-0.019836,0.000000
0.022800,-0.000503,0.011597,-0.012207,0.000000
0.022850,0.003488,-0.001831,0.012207,0.000000
0.022900,0.006599,0.009766,0.029449,0.000000
0.022950,0.007224,0.003052,0.004425,0.000000
0.023000,0.004791,-0.006714,0.008545,0.000000
0.023050,0.000019,0.014648,-0.004272,0.000000
0.023100,-0.005419,0.009155,-0.044708,0.000000
0.023150,-0.009603,0.020752,-0.042419,0.000000
0.023200,-0.011091,-0.006714,-0.014343,0.000000
0.023250,-0.009547,0.014038,-0.031128,0.000000
0.023300,-0.005829,0.004883,-0.001068,0.000000
0.023350,-0.001430,-0.006104,0.001678,0.000000
0.023400,0.002209,-0.003052,0.014191,0.000000
0.023450,0.004156,0.001831,0.009613,0.000000
0.023500,0.004151,-0.016479,0.015717,0.000000
0.023550,0.002584,0.000000,0.001526,0.000000
0.023600,0.000278,-0.009766,-0.015869,0.000000
0.023650,-0.001965,-0.002441,-0.045471,0.000000
0.023700,-0.003671,-0.000610,-0.028381,0.000000
0.023750,-0.004590,0.010986,-0.022278,0.000000
0.023800,-0.004608,-0.015259,0.006104,0.000000
0.023850,-0.003797,0.000610,-0.007782,0.000000
0.023900,-0.002349,-0.009155,-0.002441,0.000000
0.023950,-0.000513,-0.003662,0.001526,0.000000
0.024000,0.001323,-0.004272,0.018921,0.000000
0.024050,0.002603,0.000000,-0.008698,0.000000
0.024100,0.002665,0.004272,-0.007019,0.000000
0.024150,0.001077,0.004883,-0.003204,0.000000
0.024200,-0.001996,0.007324,-0.003510,0.000000
0.024250,-0.005642,0.003662,-0.000153,0.000000
0.024300,-0.008301,0.007935,-0.035095,0.000000
0.024350,-0.008363,-0.002441,-0.046844,0.000000
0.024400,-0.005109,0.006714,-0.029144,0.000000
0.024450,0.000753,-0.001831,-0.021057,0.000000
0.024500,0.007263,0.008545,0.005646,0.000000
0.024550,0.011967,-0.001221,0.038910,0.000000
0.024600,0.012989,-0.011597,0.041046,0.000000
0.024650,0.010007,-0.006104,-0.012665,0.000000
0.024700,0.004530,0.003662,-0.015564,0.000000
0.024750,-0.000866,0.010376,-0.028992,0.000000
0.024800,-0.003951,0.006714,-0.048218,0.000000
0.024850,-0.003954,0.001221,-0.040283,0.000000
0.024900,-0.001793,0.003052,-0.024872,0.000000
0.024950,0.000579,0.003052,0.009460,0.000000
0.025000,0.001265,0.000610,0.033417,0.000000
0.025050,-0.000564,0.009155,-0.012970,0.000000
0.025100,-0.004164,-0.020752,0.007172,0.000000
0.025150,-0.007657,0.012207,-0.025482,0.000000
0.025200,-0.009266,-0.004272,-0.016785,0.000000
0.025250,-0.008328,-0.012817,-0.028992,0.000000
0.025300,-0.005536,0.018311,-0.001373,0.000000
0.025350,-0.002580,-0.001831,-0.009308,0.000000
0.025400,-0.001297,-0.004272,0.017548,0.000000
0.025450,-0.002605,-0.010376,-0.000610,0.000000
0.025500,-0.005997,-0.007935,0.004578,0.000000
0.025550,-0.009917,-0.001221,-0.017090,0.000000
0.025600,-0.012553,-0.008545,-0.033569,0.000000
0.025650,-0.012498,-0.006714,-0.030060,0.000000
0.025700,-0.009299,-0.003052,-0.028534,0.000000
0.025750,-0.003801,0.000000,0.018616,0.000000
0.025800,0.002175,0.004272,0.001831,0.000000
0.025850,0.006731,-0.001221,0.003357,0.000000
