t (s),u (deg),y (deg)
0.607300,0.000000,0.010986,0.007172
0.607350,0.000000,-0.000610,-0.017548
0.607400,0.000000,0.014038,-0.005951
0.607450,0.000000,0.006714,-0.006409
0.607500,0.000000,0.025024,-0.009766
0.607550,0.000000,-0.003662,-0.002136
0.607600,0.000000,-0.001221,0.004425
0.607650,0.000000,0.015869,-0.006561
0.607700,0.000000,0.012817,-0.006104
0.607750,0.000000,-0.003052,-0.000763
0.607800,0.000000,0.005493,-0.023041
0.607850,0.000000,-0.000610,0.009918
0.607900,0.000000,-0.003052,0.000305
0.607950,0.000000,0.003662,-0.000153
0.608000,0.000000,-0.001831,-0.018768
0.608050,0.000000,-0.003662,-0.012817
0.608100,0.000000,0.014038,-0.022430
0.608150,0.000000,-0.003662,-0.015564
0.608200,0.000000,0.012817,-0.011139
0.608250,0.000000,0.021973,-0.013580
0.608300,0.000000,-0.005493,-0.004425
0.608350,0.000000,-0.006714,-0.004578
0.608400,0.000000,0.004883,-0.000763
0.608450,0.000000,0.000000,-0.010529
0.608500,0.000000,0.002441,0.002289
0.608550,0.000000,0.017700,-0.010529
0.608600,0.000000,0.002441,-0.006561
0.608650,0.000000,-0.011597,-0.005341
0.608700,0.000000,-0.001221,0.001526
0.608750,0.000000,-0.000610,-0.010223
0.608800,0.000000,-0.004883,-0.007324
0.608850,0.000000,-0.001221,0.005493
0.608900,0.000000,0.003662,-0.006714
0.608950,0.000000,-0.003052,-0.005341
0.609000,0.000000,0.019531,-0.016937
0.609050,0.000000,0.001221,-0.010223
0.609100,0.000000,0.004272,0.005951
0.609150,0.000000,0.000000,-0.008392
0.609200,0.000000,0.014038,-0.024414
0.609250,0.000000,0.007935,-0.018768
0.609300,0.000000,0.004883,-0.016632
0.609350,0.000000,0.006104,-0.014648
0.609400,0.000000,-0.003052,-0.011139
0.609450,0.000000,0.006104,-0.017090
0.609500,0.000000,0.000000,-0.018463
0.609550,0.000000,-0.003052,-0.009766
0.609600,0.000000,0.003662,-0.021667
0.609650,0.000000,0.001221,-0.002441
0.609700,0.000000,0.001831,-0.016327
0.609750,0.000000,-0.014038,-0.029144
0.609800,0.000000,-0.000610,-0.012054
0.609850,0.000000,0.004883,-0.024261
0.609900,0.000000,0.004883,-0.026550
0.609950,0.000000,-0.003662,-0.009155
0.610000,0.000000,0.007935,-0.024109
0.610050,0.000000,0.003662,-0.021515
0.610100,0.000000,0.000610,-0.030518
0.610150,0.000000,0.003662,-0.001678
0.610200,0.000000,-0.006104,-0.009155
0.610250,0.000000,0.014648,-0.005188
0.610300,0.000000,0.009155,-0.003510
0.610350,0.000000,0.010376,-0.015259
0.610400,0.000000,-0.004272,-0.012360
0.610450,0.000000,-0.002441,-0.015106
0.610500,0.000000,0.000000,-0.012360
0.610550,0.000000,0.003662,-0.012970
0.610600,0.000000,0.008545,0.008087
0.610650,0.000000,0.019531,-0.002136
0.610700,0.000000,-0.004883,0.021515
0.610750,0.000000,0.008545,-0.021973
0.610800,0.000000,-0.012207,-0.013428
0.610850,0.000000,0.001221,-0.027771
0.610900,0.000000,-0.001221,-0.033875
0.610950,0.000000,0.011597,-0.015259
0.611000,0.000000,0.006104,0.016022
0.611050,0.000000,-0.001221,0.026855
0.611100,0.000000,-0.015259,-0.021667
0.611150,0.000000,-0.009155,-0.020142
0.611200,0.000000,0.010986,0.006256
0.611250,0.000000,-0.003662,0.001984
0.611300,0.000000,-0.004272,0.000305
0.611350,0.000000,-0.003052,-0.027618
0.611400,0.000000,0.004272,-0.021362
0.611450,0.000000,-0.004883,0.015106
0.611500,0.000000,0.001221,-0.007629
0.611550,0.000000,-0.003052,-0.000610
0.611600,0.000000,-0.000610,0.005188
0.611650,0.000000,0.007324,-0.009766
0.611700,0.000000,-0.007935,-0.009003
0.611750,0.000000,-0.014038,0.007019
0.611800,0.000000,0.013428,-0.012360
0.611850,0.000000,0.013428,-0.014801
0.611900,0.000000,-0.001831,-0.011139
0.611950,0.000000,0.012207,-0.019836
0.612000,0.000000,0.009766,-0.007935
0.612050,0.000000,-0.007935,-0.008087
0.612100,0.000000,0.003662,-0.002899
0.612150,0.000000,0.010986,-0.024261
0.612200,0.000000,0.001221,-0.004883
0.612250,0.000000,0.003662,-0.011292
0.612300,0.000000,0.009766,-0.001831
0.612350,0.000000,0.005493,-0.019684
0.612400,0.000000,-0.006104,-0.014038
0.612450,0.000000,-0.009155,-0.009308
0.612500,0.000000,0.002441,-0.021362
0.612550,0.000000,-0.005493,-0.025635
0.612600,0.000000,-0.004883,-0.020447
0.612650,0.000000,-0.000610,-0.004425
0.612700,0.000000,-0.006714,-0.012207
0.612750,0.000000,-0.006714,-0.029297
0.612800,0.000000,0.001221,-0.005798
0.612850,0.000000,-0.008545,0.003204
0.612900,0.000000,-0.009155,-0.021820
0.612950,0.000000,-0.010376,-0.021057
0.613000,0.000000,-0.006104,-0.004578
0.613050,0.000000,-0.006714,0.005341
0.613100,0.000000,-0.010986,-0.006256
0.613150,0.000000,-0.002441,-0.005951
0.613200,0.000000,-0.003052,-0.024261
0.613250,0.000000,0.010376,-0.001678
0.613300,0.000000,0.007324,-0.000610
0.613350,0.000000,-0.006104,-0.002747
0.613400,0.000000,0.014038,-0.014496
0.613450,0.000000,0.004883,-0.018921
0.613500,0.000000,0.002441,-0.011597
0.613550,0.000000,0.007324,-0.032806
0.613600,0.000000,0.001831,-0.026855
0.613650,0.000000,-0.005493,-0.003052
0.613700,0.000000,0.007324,0.004120
0.613750,0.000000,0.000610,-0.020905
0.613800,0.000000,-0.006714,-0.008698
0.613850,0.000000,0.009766,0.001984
0.613900,0.000000,-0.007324,-0.008698
0.613950,0.000000,-0.002441,-0.012665
0.614000,0.000000,0.005493,-0.031586
0.614050,0.000000,0.007324,-0.013733
0.614100,0.000000,0.015869,0.002899
0.614150,0.000000,0.004883,-0.010529
0.614200,0.000000,-0.010986,-0.010986
0.614250,0.000000,0.018921,-0.010986
0.614300,0.000000,0.000610,-0.006409
0.614350,0.000000,-0.009766,0.013428
0.614400,0.000000,0.008545,0.011139
0.614450,0.000000,0.007935,-0.023193
0.614500,0.000000,-0.007324,-0.008240
0.614550,0.000000,0.003662,-0.015869
0.614600,0.000000,-0.003052,-0.003967
0.614650,0.000000,0.000610,0.006256
0.614700,0.000000,0.000000,-0.004730
0.614750,0.000000,-0.013428,0.003052
0.614800,0.000000,0.000000,-0.011444
0.614850,0.000000,0.006714,-0.014496
0.614900,0.000000,0.001221,-0.020905
0.614950,0.000000,0.004272,-0.003662
0.615000,0.000000,0.003662,-0.009766
0.615050,0.000000,0.006104,-0.001526
0.615100,0.000000,0.003662,0.002136
0.615150,0.000000,0.001831,-0.012360
0.615200,0.000000,-0.010986,-0.020447
0.615250,0.000000,-0.006714,-0.017395
0.615300,0.000000,-0.004883,0.001221
0.615350,0.000000,-0.009155,-0.019836
0.615400,0.000000,-0.005493,-0.004730
0.615450,0.000000,-0.002441,0.004425
0.615500,0.000000,0.000610,0.003967
0.615550,0.000000,-0.004883,-0.020447
0.615600,0.000000,-0.004272,-0.007477
0.615650,0.000000,0.012817,0.003662
0.615700,0.000000,-0.006714,-0.008698
0.615750,0.000000,-0.005493,-0.032349
0.615800,0.000000,-0.013428,-0.009308
0.615850,0.000000,0.003662,-0.017242
0.615900,0.000000,-0.000610,-0.004425
0.615950,0.000000,0.012817,0.002747
0.616000,0.000000,-0.013428,0.005493
0.616050,0.000000,0.000610,0.002136
0.616100,0.000000,-0.003662,0.007935
0.616150,0.000000,-0.002441,-0.028992
0.616200,0.000000,-0.010376,-0.015869
0.616250,0.000000,0.003052,-0.010223
0.616300,0.000000,0.007935,0.002747
0.616350,0.000000,0.004883,-0.022278
0.616400,0.000000,0.002441,0.006256
0.616450,0.000000,0.013428,0.001221
0.616500,0.000000,-0.001221,-0.000763
0.616550,0.000000,0.001221,-0.030518
0.616600,0.000000,0.010376,0.013275
0.616650,0.000000,0.009766,-0.018921
0.616700,0.000000,0.010986,0.006104
0.616750,0.000000,0.000000,-0.015411
0.616800,0.000000,0.002441,-0.006256
0.616850,0.000000,0.007324,-0.003815
0.616900,0.000000,0.001831,-0.024109
0.616950,0.000000,0.006714,-0.017853
0.617000,0.000000,0.018921,0.005798
0.617050,0.000000,-0.000610,0.000153
0.617100,0.000000,0.003662,-0.002747
0.617150,0.000000,0.015259,-0.010986
0.617200,0.000000,0.004272,-0.005341
0.617250,0.000000,0.001831,-0.006866
0.617300,0.000000,0.009155,-0.010223
0.617350,0.000000,0.008545,0.009155
0.617400,0.000000,0.017090,0.000458
0.617450,0.000000,0.009766,-0.019684
0.617500,0.000000,-0.007324,-0.009003
0.617550,0.000000,-0.001221,-0.012665
0.617600,0.000000,0.001221,-0.011292
0.617650,0.000000,-0.001831,0.016632
0.617700,0.000000,0.009155,-0.017853
0.617750,0.000000,-0.019531,0.001068
0.617800,0.000000,-0.014038,-0.005341
0.617850,0.000000,0.002441,-0.021362
0.617900,0.000000,0.000000,-0.004272
0.617950,0.000000,-0.006714,-0.036926
0.618000,0.000000,-0.001221,-0.010529
0.618050,0.000000,0.007935,-0.004883
0.618100,0.000000,-0.004883,-0.018616
0.618150,0.000000,0.006104,0.001221
0.618200,0.000000,0.019531,-0.002594
0.618250,0.000000,0.007324,-0.021057
0.618300,0.000000,0.012817,-0.012665
0.618350,0.000000,0.000610,-0.018921
0.618400,0.000000,0.004883,-0.003815
0.618450,0.000000,-0.000610,-0.004883
0.618500,0.000000,0.003052,-0.023041
0.618550,0.000000,-0.006714,0.010529
0.618600,0.000000,0.006104,-0.029297
0.618650,0.000000,0.009155,-0.018158
0.618700,0.000000,-0.008545,-0.012817
0.618750,0.000000,0.000610,-0.008087
0.618800,0.000000,0.003662,-0.003357
0.618850,0.000000,-0.004272,-0.000916
0.618900,0.000000,-0.011597,-0.023041
0.618950,0.000000,0.004272,-0.022278
0.619000,0.000000,-0.004272,-0.015106
0.619050,0.000000,0.008545,-0.017395
0.619100,0.000000,0.000610,-0.013123
0.619150,0.000000,-0.006104,-0.021362
0.619200,0.000000,-0.005493,-0.016174
0.619250,0.000000,-0.010986,-0.011444
0.619300,0.000000,0.003662,-0.011139
0.619350,0.000000,0.003052,-0.026245
0.619400,0.000000,0.003052,-0.022278
0.619450,0.000000,-0.006104,0.005341
0.619500,0.000000,0.007324,-0.007629
0.619550,0.000000,-0.004272,-0.017548
0.619600,0.000000,0.000610,-0.021057
0.619650,0.000000,-0.013428,-0.009003
0.619700,0.000000,0.006714,-0.009766
0.619750,0.000000,0.015869,-0.019989
0.619800,0.000000,0.002441,-0.006104
0.619850,0.000000,0.008545,-0.007935
0.619900,0.000000,-0.003662,-0.014954
0.619950,0.000000,0.015869,-0.016479
0.620000,0.000000,-0.007324,-0.004120
0.620050,0.000000,-0.005493,0.003357
0.620100,0.000000,-0.009766,-0.008698
0.620150,0.000000,0.012207,-0.027771
0.620200,0.000000,-0.010986,-0.013580
0.620250,0.000000,0.007935,-0.026550
0.620300,0.000000,-0.010376,-0.009918
0.620350,0.000000,0.006104,-0.007935
0.620400,0.000000,0.005493,-0.005188
0.620450,0.000000,0.001221,-0.009613
0.620500,0.000000,0.005493,-0.000153
0.620550,0.000000,-0.001221,-0.035553
0.620600,0.000000,0.010986,-0.025177
0.620650,0.000000,0.003052,-0.004425
0.620700,0.000000,-0.001221,-0.022583
0.620750,0.000000,0.007935,-0.020447
0.620800,0.000000,-0.004883,0.001373
0.620850,0.000000,0.010986,-0.012512
0.620900,0.000000,0.002441,-0.005341
0.620950,0.000000,-0.003662,0.012360
0.621000,0.000000,0.006104,-0.015106
0.621050,0.000000,-0.000610,-0.002899
0.621100,0.000000,0.009766,-0.010223
0.621150,0.000000,0.008545,-0.009613
0.621200,0.000000,0.000610,0.017242
0.621250,0.000000,0.014038,0.000763
0.621300,0.000000,0.001831,-0.019989
0.621350,0.000000,-0.016479,-0.021973
0.621400,0.000000,-0.000610,-0.016937
0.621450,0.000000,0.010986,-0.008240
0.621500,0.000000,0.001831,-0.021210
0.621550,0.000000,0.000000,-0.005341
0.621600,0.000000,0.006714,-0.027924
0.621650,0.000000,0.017700,-0.008545
0.621700,0.000000,-0.001221,-0.013580
0.621750,0.000000,-0.003052,-0.005341
0.621800,0.000000,-0.003662,0.000610
0.621850,0.000000,-0.003052,-0.003662
0.621900,0.000000,0.008545,-0.006561
0.621950,0.000000,0.001221,-0.007935
0.622000,0.000000,0.012207,-0.010223
0.622050,0.000000,0.001221,-0.002441
0.622100,0.000000,-0.005493,-0.013885
0.622150,0.000000,0.000000,-0.020752
0.622200,0.000000,0.000610,-0.005951
0.622250,0.000000,0.010376,0.001984
0.622300,0.000000,-0.001831,0.005341
0.622350,0.000000,0.018311,0.001068
0.622400,0.000000,-0.009766,-0.010376
0.622450,0.000000,0.001831,0.001221
0.622500,0.000000,0.000610,-0.023651
0.622550,0.000000,0.026245,-0.014191
0.622600,0.000000,0.007324,-0.011902
0.622650,0.000000,-0.006714,-0.031586
0.622700,0.000000,-0.004272,-0.023041
0.622750,0.000000,0.001221,-0.015564
0.622800,0.000000,0.010986,0.008087
0.622850,0.000000,-0.008545,-0.019379
0.622900,0.000000,0.010376,-0.008392
0.622950,0.000000,0.003052,-0.015411
0.623000,0.000000,0.004883,-0.023651
0.623050,0.000000,0.001221,-0.023651
0.623100,0.000000,-0.004883,-0.017548
0.623150,0.000000,-0.003662,-0.018005
0.623200,0.000000,0.017090,-0.002594
0.623250,0.000000,0.013428,-0.019684
0.623300,0.000000,-0.008545,-0.006409
0.623350,0.000000,0.009155,-0.007935
0.623400,0.000000,0.003052,-0.002747
0.623450,0.000000,0.004883,-0.027771
0.623500,0.000000,0.008545,0.001678
0.623550,0.000000,0.002441,-0.014648
0.623600,0.000000,0.004883,0.001373
0.623650,0.000000,0.010376,-0.024414
0.623700,0.000000,0.004272,-0.007019
0.623750,0.000000,-0.007324,-0.024872
0.623800,0.000000,0.004272,-0.009308
0.623850,0.000000,-0.000610,-0.006714
0.623900,0.000000,0.021973,-0.002289
0.623950,0.000000,0.014038,0.013123
0.624000,0.000000,-0.000610,-0.002136
0.624050,0.000000,0.007935,-0.012665
0.624100,0.000000,0.001221,-0.015259
0.624150,0.000000,0.007935,-0.001984
0.624200,0.000000,0.010986,-0.001221
0.624250,0.000000,0.004883,-0.010529
0.624300,0.000000,0.020752,-0.008545
0.624350,0.000000,-0.001831,-0.015869
0.624400,0.000000,0.008545,-0.002441
0.624450,0.000000,-0.007324,-0.012817
0.624500,0.000000,-0.003052,-0.009766
0.624550,0.000000,0.011597,-0.010681
0.624600,0.000000,-0.006104,-0.014801
0.624650,0.000000,-0.011597,0.010986
0.624700,0.000000,-0.003662,-0.008545
0.624750,0.000000,-0.009155,-0.010529
0.624800,0.000000,0.001831,-0.003662
0.624850,0.000000,-0.009155,-0.005798
0.624900,0.000000,-0.005493,0.007477
0.624950,0.000000,0.005493,0.003052
0.625000,0.000000,0.004883,-0.007782
0.625050,0.000000,-0.004883,0.001373
0.625100,0.000000,0.000000,-0.002289
0.625150,0.000000,0.008545,-0.025482
0.625200,0.000000,0.013428,-0.023651
0.625250,0.000000,0.001831,-0.005798
0.625300,0.000000,0.006104,-0.016022
0.625350,0.000000,0.009766,0.001984
0.625400,0.000000,-0.003052,-0.036926
0.625450,0.000000,-0.001221,-0.010529
0.625500,0.000000,0.003662,-0.009308
0.625550,0.000000,0.007324,-0.012970
0.625600,0.000000,-0.010376,-0.017242
0.625650,0.000000,0.010986,-0.014648
0.625700,0.000000,-0.004272,-0.009766
0.625750,0.000000,-0.001221,-0.009308
0.625800,0.000000,0.001221,-0.025330
0.625850,0.000000,0.006714,-0.038147
0.625900,0.000000,0.001221,0.003052
0.625950,0.000000,0.016479,-0.014191
0.626000,0.000000,0.009155,-0.009613
0.626050,0.000000,0.004883,-0.032654
0.626100,0.000000,-0.009766,-0.008392
0.626150,0.000000,-0.004883,-0.014038
0.626200,0.000000,-0.004272,-0.032196
0.626250,0.000000,0.006714,-0.025635
0.626300,0.000000,0.000000,-0.022736
0.626350,0.000000,0.010986,0.004272
0.626400,0.000000,0.001221,0.006561
0.626450,0.000000,-0.009155,-0.016327
0.626500,0.000000,-0.004272,-0.004578
0.626550,0.000000,0.008545,-0.014343
0.626600,0.000000,0.014038,-0.014496
0.626650,0.000000,0.012817,-0.001984
0.626700,0.000000,0.010376,-0.003357
0.626750,0.000000,0.012207,-0.016785
0.626800,0.000000,0.000000,0.002289
0.626850,0.000000,0.011597,-0.009460
0.626900,0.000000,0.003662,-0.033569
0.626950,0.000000,0.001831,-0.007477
0.627000,0.000000,0.003052,-0.011597
0.627050,0.000000,0.018311,0.003815
0.627100,0.000000,-0.002441,-0.032349
0.627150,0.000000,-0.006104,-0.018463
0.627200,0.000000,0.012207,0.001221
0.627250,0.000000,0.001221,-0.012054
0.627300,0.000000,0.000610,-0.011139
0.627350,0.000000,0.001831,-0.012970
0.627400,0.000000,0.000610,0.004883
0.627450,0.000000,0.001831,-0.000153
0.627500,0.000000,-0.001221,0.001678
0.627550,0.000000,0.007935,-0.005035
0.627600,0.000000,0.006104,0.011292
0.627650,0.000000,0.013428,-0.001221
0.627700,0.000000,0.012817,-0.009308
0.627750,0.000000,0.006714,-0.007782
0.627800,0.000000,-0.001831,-0.007935
0.627850,0.000000,0.006104,-0.022125
0.627900,0.000000,-0.012207,-0.026703
0.627950,0.000000,-0.003662,-0.001678
0.628000,0.000000,-0.009766,0.009155
0.628050,0.000000,-0.000610,-0.013580
0.628100,0.000000,0.000610,-0.008850
0.628150,0.000000,-0.006714,-0.016174
0.628200,0.000000,-0.000610,0.003967
0.628250,0.000000,-0.004883,-0.015869
0.628300,0.000000,0.005493,-0.004578
0.628350,0.000000,0.001831,-0.012665
0.628400,0.000000,0.008545,-0.009613
0.628450,0.000000,-0.000610,-0.021210
0.628500,0.000000,-0.002441,-0.013885
0.628550,0.000000,-0.010376,-0.020142
0.628600,0.000000,0.000000,-0.009460
0.628650,0.000000,-0.004883,-0.020447
0.628700,0.000000,-0.003052,-0.020905
0.628750,0.000000,-0.002441,-0.001678
0.628800,0.000000,-0.000610,-0.014343
0.628850,0.000000,-0.002441,-0.007324
0.628900,0.000000,-0.012207,0.000610
0.628950,0.000000,0.010376,-0.013123
0.629000,0.000000,0.015259,-0.016479
0.629050,0.000000,0.001221,-0.006866
0.629100,0.000000,0.013428,-0.026245
0.629150,0.000000,-0.004272,0.001068
0.629200,0.000000,0.007935,-0.027924
0.629250,0.000000,-0.004272,0.002136
0.629300,0.000000,-0.001831,0.005341
0.629350,0.000000,-0.001221,-0.015869
0.629400,0.000000,-0.001831,-0.001373
0.629450,0.000000,0.004272,-0.016174
0.629500,0.000000,-0.014648,-0.012360
0.629550,0.000000,-0.002441,-0.003815
0.629600,0.000000,0.003662,-0.022278
0.629650,0.000000,0.006714,-0.018158
0.629700,0.000000,-0.008545,0.004425
0.629750,0.000000,0.011597,-0.002747
0.629800,0.000000,-0.009155,-0.010834
0.629850,0.000000,0.012817,0.003052
0.629900,0.000000,-0.004272,-0.001221
0.629950,0.000000,0.014038,0.003967
0.630000,0.000000,0.003052,-0.003357
0.630050,0.000000,0.006104,-0.003357
0.630100,0.000000,-0.005493,-0.007935
0.630150,0.000000,-0.001221,0.012360
0.630200,0.000000,0.002441,-0.001678
0.630250,0.000000,0.002441,-0.007477
0.630300,0.000000,0.010376,-0.019836
0.630350,0.000000,0.015869,-0.010986
0.630400,0.000000,-0.004883,0.017700
0.630450,0.000000,0.006104,-0.002136
0.630500,0.000000,0.001221,-0.021973
0.630550,0.000000,0.000000,-0.003052
0.630600,0.000000,0.014038,-0.003815
0.630650,0.000000,0.003052,0.010376
0.630700,0.000000,0.004272,-0.010376
0.630750,0.000000,0.007324,-0.011444
0.630800,0.000000,0.004272,-0.011444
0.630850,0.000000,-0.011597,-0.001984
0.630900,0.000000,-0.000610,-0.005646
0.630950,0.000000,0.005493,-0.024414
0.631000,0.000000,0.003662,0.010223
0.631050,0.000000,0.007324,-0.022888
0.631100,0.000000,0.004272,0.001831
0.631150,0.000000,-0.008545,0.002441
0.631200,0.000000,0.004272,-0.016327
0.631250,0.000000,0.006714,-0.017090
0.631300,0.000000,-0.001221,-0.005798
0.631350,0.000000,0.010986,-0.023193
0.631400,0.000000,-0.010376,-0.002441
0.631450,0.000000,0.003662,-0.006561
0.631500,0.000000,0.005493,-0.021362
0.631550,0.000000,0.008545,-0.007172
0.631600,0.000000,0.006714,-0.007629
0.631650,0.000000,0.000610,-0.006256
0.631700,0.000000,0.008545,-0.002899
0.631750,0.000000,0.017700,-0.012207
0.631800,0.000000,-0.006714,-0.020752
0.631850,0.000000,0.006714,-0.030670
0.631900,0.000000,0.015869,-0.014496
0.631950,0.000000,0.008545,-0.008087
0.632000,0.000000,0.007935,0.002289
0.632050,0.000000,-0.012207,-0.005951
0.632100,0.000000,-0.013428,-0.014648
0.632150,0.000000,0.000610,0.006866
0.632200,0.000000,-0.003052,0.005341
0.632250,0.000000,-0.005493,-0.023804
0.632300,0.000000,0.004883,-0.022278
0.632350,0.000000,0.006714,-0.022583
0.632400,0.000000,-0.003662,-0.011749
0.632450,0.000000,0.002441,-0.022583
0.632500,0.000000,-0.006714,-0.013428
0.632550,0.000000,-0.007935,-0.020447
0.632600,0.000000,-0.010376,0.008240
0.632650,0.000000,-0.000610,-0.034332
0.632700,0.000000,-0.003052,-0.032501
0.632750,0.000000,-0.010376,-0.010376
0.632800,0.000000,0.007935,0.007324
0.632850,0.000000,0.008545,-0.015564
0.632900,0.000000,-0.000610,-0.027008
0.632950,0.000000,0.006104,-0.013580
0.633000,0.000000,-0.007935,-0.002289
0.633050,0.000000,0.011597,-0.004883
0.633100,0.000000,-0.001831,-0.021667
0.633150,0.000000,0.010986,-0.005646
0.633200,0.000000,-0.005493,0.006866
0.633250,0.000000,0.003052,-0.027618
0.633300,0.000000,0.000610,-0.005341
0.633350,0.000000,0.002441,-0.009766
0.633400,0.000000,0.004272,-0.013885
0.633450,0.000000,-0.004883,-0.000305
0.633500,0.000000,0.001831,-0.003052
0.633550,0.000000,0.004883,-0.032959
0.633600,0.000000,-0.005493,-0.010986
0.633650,0.000000,0.002441,-0.022888
0.633700,0.000000,-0.001831,-0.013123
0.633750,0.000000,-0.004883,-0.005646
0.633800,0.000000,-0.001831,-0.027618
0.633850,0.000000,0.004883,-0.014496
0.633900,0.000000,-0.012207,-0.005341
0.633950,0.000000,0.004883,-0.011902
0.634000,0.000000,0.000610,-0.003510
0.634050,0.000000,-0.009155,-0.018921
0.634100,0.000000,0.005493,-0.013123
0.634150,0.000000,0.006104,-0.001068
0.634200,0.000000,0.015259,-0.012360
0.634250,0.000000,-0.002441,0.011597
0.634300,0.000000,0.009155,0.002899
0.634350,0.000000,0.005493,-0.015259
0.634400,0.000000,0.004883,0.014648
0.634450,0.000000,0.004272,-0.002899
0.634500,0.000000,0.001221,0.014191
0.634550,0.000000,0.009155,0.008850
0.634600,0.000000,0.015869,-0.011292
0.634650,0.000000,0.002441,-0.020599
0.634700,0.000000,-0.010986,-0.021210
0.634750,0.000000,0.004883,-0.002441
0.634800,0.000000,0.006714,-0.009766
0.634850,0.000000,0.004272,-0.017090
0.634900,0.000000,0.014038,-0.012817
0.634950,0.000000,0.003052,0.003357
0.635000,0.000000,0.003662,0.000458
0.635050,0.000000,0.000000,-0.026398
0.635100,0.000000,0.000000,-0.005188
0.635150,0.000000,0.009766,-0.018311
0.635200,0.000000,0.000610,-0.004425
0.635250,0.000000,0.000000,-0.011749
0.635300,0.000000,-0.008545,-0.004120
0.635350,0.000000,-0.000610,-0.009155
0.635400,0.000000,-0.004883,-0.033264
0.635450,0.000000,-0.004272,-0.021362
0.635500,0.000000,-0.009766,0.003052
0.635550,0.000000,0.001831,0.006104
0.635600,0.000000,-0.005493,-0.009613
0.635650,0.000000,0.011597,-0.015106
0.635700,0.000000,0.002441,0.006866
0.635750,0.000000,-0.005493,-0.011597
0.635800,0.000000,-0.006714,-0.007172
0.635850,0.000000,-0.004883,-0.002594
0.635900,0.000000,0.014038,-0.007629
0.635950,0.000000,0.007324,-0.002899
0.636000,0.000000,-0.006104,-0.023804
0.636050,0.000000,0.008545,-0.001678
0.636100,0.000000,0.001221,-0.010071
0.636150,0.000000,0.000000,-0.005493
0.636200,0.000000,0.004883,-0.029907
0.636250,0.000000,0.001831,-0.007019
0.636300,0.000000,0.003662,-0.008850
0.636350,0.000000,-0.006104,-0.023346
0.636400,0.000000,-0.005493,-0.023956
0.636450,0.000000,-0.009766,-0.006104
0.636500,0.000000,0.005493,-0.014496
0.636550,0.000000,0.009155,-0.017395
0.636600,0.000000,-0.003052,0.002441
0.636650,0.000000,-0.007935,0.002747
0.636700,0.000000,0.006104,-0.020905
0.636750,0.000000,0.015259,-0.007629
0.636800,0.000000,0.003662,-0.023651
0.636850,0.000000,-0.002441,0.021210
0.636900,0.000000,-0.015869,-0.015564
0.636950,0.000000,0.009766,-0.013885
0.637000,0.000000,0.001831,-0.013885
0.637050,0.000000,0.004883,-0.012054
0.637100,0.000000,0.000610,-0.012817
0.637150,0.000000,0.009766,-0.024872
0.637200,0.000000,0.004272,-0.020142
0.637250,0.000000,-0.007935,0.019684
0.637300,0.000000,0.016479,-0.003204
0.637350,0.000000,0.000610,-0.021667
0.637400,0.000000,-0.002441,-0.007019
0.637450,0.000000,-0.004883,-0.002441
0.637500,0.000000,-0.001831,0.006866
0.637550,0.000000,0.007935,-0.009308
0.637600,0.000000,0.002441,-0.005951
0.637650,0.000000,0.000610,0.012512
0.637700,0.000000,-0.003662,-0.010529
0.637750,0.000000,0.004272,-0.014038
0.637800,0.000000,-0.007324,-0.007782
0.637850,0.000000,-0.001831,-0.004425
0.637900,0.000000,-0.005493,-0.006104
0.637950,0.000000,-0.011597,-0.001526
0.638000,0.000000,0.002441,-0.000305
0.638050,0.000000,0.007935,-0.017395
0.638100,0.000000,-0.010986,-0.019379
0.638150,0.000000,-0.004272,0.006714
0.638200,0.000000,0.007935,-0.017090
0.638250,0.000000,-0.009155,0.010376
0.638300,0.000000,0.001831,-0.010071
0.638350,0.000000,-0.001831,0.010529
0.638400,0.000000,0.004272,-0.002289
0.638450,0.000000,0.010986,-0.003052
0.638500,0.000000,0.004883,-0.019379
0.638550,0.000000,-0.012207,-0.012817
0.638600,0.000000,0.010986,0.006561
0.638650,0.000000,-0.002441,-0.020752
0.638700,0.000000,0.012207,0.004272
0.638750,0.000000,-0.012817,-0.010071
0.638800,0.000000,0.004883,-0.015717
0.638850,0.000000,0.010376,-0.018158
0.638900,0.000000,-0.003662,0.002747
0.638950,0.000000,-0.000610,-0.019073
0.639000,0.000000,-0.009155,0.008545
0.639050,0.000000,-0.000610,-0.032196
0.639100,0.000000,0.001831,-0.029602
0.639150,0.000000,0.010376,-0.005493
0.639200,0.000000,0.001221,0.010223
0.639250,0.000000,0.013428,0.001373
0.639300,0.000000,0.005493,0.027466
0.639350,0.000000,0.018311,-0.011444
0.639400,0.000000,-0.001221,0.003357
0.639450,0.000000,0.001221,-0.026398
0.639500,0.000000,0.025024,-0.012970
0.639550,0.000000,-0.006714,-0.013123
0.639600,0.000000,0.015259,-0.004730
0.639650,0.000000,0.001831,-0.008545
0.639700,0.000000,0.012207,-0.022278
0.639750,0.000000,0.003662,-0.009003
0.639800,0.000000,0.006104,-0.014343
0.639850,0.000000,-0.004883,-0.017548
0.639900,0.000000,-0.001831,-0.030060
0.639950,0.000000,0.010376,-0.015869
0.640000,0.000000,-0.001831,0.000000
0.640050,0.000000,0.000000,-0.014801
0.640100,0.000000,0.006714,-0.000916
0.640150,0.000000,0.002441,-0.000458
0.640200,0.000000,-0.004272,-0.029449
