t [s],u [deg],y [deg],i [A]
0.000000,-0.001040,0.007324,-0.005341
0.000050,-0.003010,-0.010376,0.021973
0.000100,-0.003661,-0.001831,-0.023499
0.000150,-0.003052,0.000000,-0.016632
0.000200,-0.002462,-0.013428,-0.001221
0.000250,-0.001989,-0.004272,-0.003662
0.000300,-0.001486,0.007324,-0.014954
0.000350,-0.000720,0.002441,-0.008698
0.000400,0.000350,0.003052,0.012665
0.000450,0.001439,0.008545,-0.020142
0.000500,0.002017,0.009766,-0.012360
0.000550,0.001605,0.000000,0.002899
0.000600,0.000193,0.018311,-0.019379
0.000650,-0.001600,0.001831,-0.018463
0.000700,-0.002722,0.026855,-0.028381
0.000750,-0.002188,0.006714,-0.017853
0.000800,0.000281,0.013428,0.002441
0.000850,0.003905,0.009766,-0.004730
0.000900,0.007080,0.003052,0.006409
0.000950,0.008179,0.001831,0.003662
0.001000,0.006466,-0.004883,0.003662
0.001050,0.002521,0.006714,-0.031738
0.001100,-0.002064,0.000610,-0.032959
0.001150,-0.005474,0.006714,-0.037842
0.001200,-0.006603,-0.001831,-0.032349
0.001250,-0.005584,-0.008545,-0.033112
0.001300,-0.003592,0.001831,-0.020599
0.001350,-0.002113,-0.010986,0.001221
0.001400,-0.002120,-0.000610,0.016022
0.001450,-0.003604,0.007935,-0.016174
0.001500,-0.005703,-0.004883,-0.016632
0.001550,-0.007258,-0.004883,-0.006104
0.001600,-0.007464,-0.002441,-0.019379
0.001650,-0.006219,0.006104,-0.037994
0.001700,-0.004023,-0.006104,0.004730
0.001750,-0.001670,-0.001831,-0.012665
0.001800,0.000128,-0.007324,0.005646
0.001850,0.001044,-0.004883,0.018921
0.001900,0.001144,0.000000,-0.030060
0.001950,0.000720,-0.006714,-0.007629
0.002000,0.000072,0.006104,-0.012054
0.002050,-0.000695,0.012207,-0.024872
0.002100,-0.001688,0.003052,-0.008240
0.002150,-0.003066,0.009155,-0.015259
0.002200,-0.004821,0.003052,-0.025940
0.002250,-0.006666,-0.001831,-0.010834
0.002300,-0.008145,0.006104,-0.028687
0.002350,-0.008801,-0.002441,-0.003815
0.002400,-0.008354,0.019531,-0.006409
0.002450,-0.006914,-0.012817,-0.018921
0.002500,-0.005004,-0.004883,-0.001831
0.002550,-0.003318,-0.003662,-0.014191
0.002600,-0.002415,-0.001831,-0.007172
0.002650,-0.002448,-0.008545,-0.015717
0.002700,-0.003111,0.002441,-0.006409
0.002750,-0.003852,-0.005493,-0.004883
0.002800,-0.004120,-0.003662,-0.020142
0.002850,-0.003559,0.000610,-0.026093
0.002900,-0.002186,-0.002441,0.011597
0.002950,-0.000384,-0.001831,-0.002594
0.003000,0.001354,0.007324,0.001068
0.003050,0.002682,0.004883,-0.013580
0.003100,0.003476,-0.002441,0.012665
0.003150,0.003802,0.008545,-0.016632
0.003200,0.003795,-0.000610,-0.003662
0.003250,0.003538,0.004883,-0.021820
0.003300,0.003045,-0.003662,0.013123
